sep=,
X,Y,Z
-57.3992,24.9675,34.7553
-57.5626,24.3975,35.3709
-58.0653,23.5793,35.7362
-58.5373,21.9511,36.2531
-58.8215,20.7111,36.8173
-59.2632,19.8349,37.4708
-60.1026,18.6862,38.0169
-60.9274,17.4066,38.2069
-61.3317,16.0554,38.4106
-61.2967,14.8839,39.1646
-61.4578,13.522,39.7931
-61.8772,12.4167,40.0939
-62.2881,11.385,40.3846
-62.5009,9.85237,40.9351
-62.2176,8.42039,41.5342
-61.8873,6.91096,42.2593
-61.8449,5.40879,42.824
-62.0147,3.46936,43.1496
-61.9853,1.32427,44.0289
-61.4098,-0.325761,45.0401
-60.8823,-1.95024,45.7532
-60.724,-3.74741,45.8283
-60.3765,-6.16683,46.8688
-59.7218,-8.60064,48.2535
-58.7753,-11.0886,48.9752
-57.77,-13.2024,49.2999
-56.8281,-15.2974,49.4608
-55.632,-17.781,49.7708
-54.3519,-19.7501,50.2364
-52.7055,-22.2629,51.428
-51.2846,-24.7083,52.0679
-49.6935,-27.0414,52.1187
-48.4028,-29.7679,52.5675
-47.375,-32.8425,53.0618
-46.1771,-35.778,53.4561
-44.6977,-38.1539,53.7859
-43.4084,-40.0454,53.7577
-42.5122,-42.0677,53.32
-41.9342,-44.2847,52.7243
-41.3887,-46.4657,52.701
-40.7631,-48.2275,53.2815
-40.1507,-49.707,53.9126
-39.5601,-50.9457,54.3655
-38.987,-52.1338,54.6004
-38.4714,-53.4645,54.8257
-38.1504,-54.6696,55.1807
-37.8531,-55.5713,55.271
-37.8534,-56.0959,55.3754
-37.7399,-56.2412,55.6266
-37.9293,-56.5153,55.8385
-38.5679,-56.497,55.6821
-39.3093,-56.3632,55.4312
-40.1331,-56.4985,54.9317
-41.0766,-56.1156,54.3874
-42.1386,-55.648,54.0412
-43.2678,-54.7857,53.6577
-44.3339,-53.7914,53.4983
-45.1655,-52.8401,53.3963
-45.9323,-51.7842,53.4256
-46.7673,-51.0029,53.3524
-47.526,-50.6341,53.3972
-48.0667,-50.5864,53.5641
-48.6512,-50.5816,53.8379
-49.121,-50.3643,54.0095
-49.5685,-49.8278,53.8589
-49.8326,-49.56,53.7243
-50.1932,-49.6376,53.6189
-50.0571,-49.6707,53.9209
-50.1004,-49.0547,54.7392
-50.2849,-48.6645,55.4622
-50.7917,-48.2637,55.9295
-51.3362,-47.6776,56.1959
-52.2551,-46.445,56.3506
-53.758,-44.5608,56.9755
-55.5707,-42.6931,57.4043
-57.7089,-40.425,57.1553
-60.0109,-37.8198,56.7518
-62.607,-34.8871,56.4827
-64.9962,-32.6536,56.1445
-67.8316,-30.3752,55.4501
-70.4359,-28.1655,55.0931
-72.1516,-26.5385,54.692
-73.6258,-23.9866,53.8767
-74.9321,-20.75,53.2038
-76.2483,-18.3112,52.8951
-77.6621,-16.2279,52.7003
-79.3222,-14.0102,51.979
-80.6409,-11.7127,51.7402
-81.9762,-9.09396,51.6594
-83.9333,-6.28347,50.6078
-85.3758,-4.18198,49.5508
-86.7139,-2.13257,48.73
-87.6908,-0.676498,48.3888
-88.6706,1.00597,48.1594
-89.378,1.4624,48.2703
-89.8039,1.08217,48.0991
-90.1355,0.927196,47.6402
-90.508,1.06739,47.48
-90.3791,1.55763,47.5901
-90.0653,1.99916,47.8596
-89.8709,2.11963,48.1588
-90.0753,2.02737,48.3515
-90.3956,2.14767,48.5254
-90.4045,2.39127,48.3763
-90.377,2.68299,48.0441
-89.7018,3.11915,47.8586
-88.9844,3.14129,47.7593
-88.6084,3.33341,47.3673
-88.4712,3.88405,47.3031
-88.5649,4.76116,47.7106
-89.0327,5.17787,47.864
-89.6371,5.49757,47.5923
-90.2726,5.70291,46.9924
-90.4478,6.09624,46.3552
-90.3346,6.287,46.166
-90.0574,6.42963,46.075
-89.653,6.44482,45.799
-89.6053,6.55793,45.643
-89.6476,6.46112,45.577
-89.9207,6.26705,45.3373
-90.0443,5.96156,45.4711
-90.2204,5.6931,45.4485
-90.3966,5.7319,44.9879
-90.4572,6.00252,44.7225
-90.5535,6.16397,44.5594
-90.5975,6.17778,44.4486
-90.4434,6.202,44.4795
-90.3027,6.49676,44.2469
-90.0686,6.92664,44.3109
-89.9672,7.19183,44.7308
-89.6489,6.97538,45.3405
-89.6816,6.82197,45.4891
-89.5019,6.81013,45.7853
-89.1455,6.97408,45.7594
-89.2529,6.90829,45.6034
-89.371,6.97227,45.0487
-89.2502,7.36845,44.9878
-89.1326,7.78718,45.1567
-89.1143,7.83466,45.3787
-89.2095,7.63427,45.464
-89.175,7.13406,45.8104
-89.2943,6.55403,46.0211
-89.5188,6.77696,45.9905
-89.4382,7.4539,46.0144
-89.2372,7.50258,46.3183
-89.1222,7.18688,46.5139
-89.229,6.87918,46.4083
-89.0709,6.61648,45.9905
-88.5497,6.492,46.7393
-88.7054,6.77797,47.3811
-88.4561,6.8298,46.9002
-88.3403,6.97162,46.425
-88.2161,7.59652,46.6328
-88.0014,7.93957,46.5013
-87.8244,7.94667,46.7189
-87.7301,8.02609,47.3823
-87.6147,8.13274,47.5385
-87.2652,7.94774,47.4391
-87.4479,8.19873,47.2486
-87.1196,8.51772,47.3595
-86.4088,9.20088,48.7402
-86.0588,10.4051,49.2548
-86.6554,11.0017,48.3651
-87.2175,10.1154,47.3514
-86.8311,9.6023,47.5087
-86.873,10.3633,48.2388
-86.7269,11.5004,48.754
-86.6836,11.6899,49.0139
-86.8889,11.391,49.0292
-87.2135,11.1266,49.1606
-87.3405,11.2383,49.5385
-87.4232,11.1297,49.7471
-87.555,10.537,49.6587
-87.5443,9.8889,49.4917
-87.4484,9.42202,49.6141
-87.2083,8.86597,49.8364
-87.052,8.23939,50.2562
-86.6992,7.46373,50.9084
-86.35,6.36129,51.5982
-86.0128,5.22045,51.7112
-86.0295,3.90588,51.6383
-86.2401,2.26739,51.9132
-86.1206,0.301208,52.1118
-86.4456,-1.21489,52.0559
-86.7894,-3.01906,52.0939
-87.243,-4.92871,52.0703
-87.5665,-6.99669,51.9138
-88.1968,-9.29255,52.1717
-88.4557,-11.8143,52.039
-88.7566,-14.0381,51.8952
-89.0031,-15.7473,51.5153
-89.4253,-17.4179,51.4679
-89.5672,-19.3501,51.3747
-89.4649,-21.6134,51.2346
-89.2103,-23.8232,51.0423
-89.0485,-26.0283,50.8402
-88.6506,-28.3418,50.9859
-87.921,-30.7334,51.1676
-87.0132,-33.3319,51.4031
-86.1603,-35.9862,51.3302
-85.5384,-38.3558,51.1314
-84.798,-41.163,50.6167
-84.1564,-43.7367,50.4331
-83.5003,-46.4102,50.3633
-82.5085,-49.309,50.5752
-81.3676,-52.3707,50.8841
-79.9665,-55.4006,50.6799
-78.5631,-58.8809,50.1526
-77.0289,-62.3295,49.8935
-75.7222,-65.3605,49.8262
-74.9456,-68.4002,50.1338
-75.1029,-70.9257,50.3698
-76.0563,-74.1245,51.1512
-76.5534,-77.3885,52.4446
-76.691,-80.0572,53.2542
-76.3096,-81.9518,53.8984
-76.2036,-84.3132,54.714
-75.8242,-86.6327,55.4249
-75.6898,-89.3046,56.23
-75.7571,-91.7599,57.1635
-76.0428,-93.9529,57.7246
-76.1396,-96.4376,58.4186
-76.006,-99.0281,59.1505
-76.1868,-101.366,59.9525
-75.8369,-103.309,60.1332
-75.4163,-105.144,60.3683
-75.0788,-106.98,60.5501
-74.6958,-108.384,60.6566
-74.4224,-110.002,60.8042
-73.9607,-112.086,61.2174
-73.7245,-114.381,60.954
-73.5941,-116.364,60.4763
-73.6352,-118.51,60.7525
-73.5239,-120.303,60.4887
-73.7177,-121.907,59.5265
-74.1247,-122.886,58.9562
-74.4137,-124.077,58.9153
-74.4337,-126.066,58.8498
-73.7319,-127.366,58.4353
-73.1569,-128.46,58.203
-73.1231,-129.456,57.8622
-73.0625,-130.188,57.2843
-73.3127,-131,56.4728
-73.2712,-132.054,55.5148
-72.8672,-133.381,54.9306
-72.1791,-134.416,54.6122
-71.6271,-135.156,53.8838
-70.9829,-135.76,53.0526
-70.8344,-136.61,53.1189
-70.6587,-137.428,53.8133
-69.8237,-138.117,53.9244
-68.5646,-139.08,53.9216
-67.5333,-139.468,54.1532
-66.631,-139.11,54.6121
-65.3008,-138.938,54.9056
-64.4273,-139.056,55.9948
-63.4427,-139.014,56.0657
-62.7301,-138.116,56.4121
-62.1351,-137.142,57.4041
-62.1496,-136.322,58.2756
-62.2474,-134.736,59.1974
-62.6534,-133.247,60.5921
-64.272,-131.955,62.2366
-64.9232,-131.176,63.2449
-65.5361,-130.077,63.9964
-66.823,-128.758,64.7535
-68.332,-127.12,64.5775
-69.7163,-125.931,64.529
-71.1609,-125.375,64.1686
-72.0438,-125.171,63.645
-72.5157,-125.409,63.2042
-72.3739,-125.696,62.4598
-72.644,-125.407,61.7409
-72.5907,-124.863,61.5083
-72.7358,-124.895,62.4051
-73.3035,-125.11,63.5579
-73.3647,-124.935,63.1149
-74.0343,-124.595,63.1567
-74.1621,-124.799,63.0391
-74.4995,-124.649,62.4803
-75.2248,-123.79,61.941
-75.3585,-123.469,61.906
-74.7535,-123.982,62.2385
-74.4779,-124.717,62.5225
-74.8684,-124.799,62.6808
-75.8907,-124.182,62.7589
-76.4373,-124.3,62.7516
-76.0328,-125.104,62.2856
-75.5379,-125.977,62.0035
-75.7215,-126.441,61.9935
-75.7288,-125.987,61.9328
-75.9046,-125.472,61.7799
-76.6562,-124.77,62.5519
-76.562,-124.909,63.4415
-76.7977,-124.49,64.1665
-76.9453,-124.065,63.8965
-77.3123,-123.396,63.0045
-77.4331,-123.414,62.8436
-77.3334,-123.425,62.8834
-77.0245,-123.805,63.1233
-77.1068,-123.167,62.8108
-77.1403,-122.419,62.7356
-76.8981,-122.637,62.6211
-76.055,-123.486,63.4208
-75.8818,-123.393,63.1045
-75.1104,-122.879,62.993
-74.7557,-122.644,63.3439
-74.041,-122.963,64.4428
-74.2576,-122.812,64.4725
-74.5374,-122.302,64.3896
-73.8551,-122.999,65.335
-72.9479,-123.387,65.8935
-71.7234,-124.185,64.9792
-70.2731,-124.264,64.5248
-68.701,-124.158,65.2958
-66.7796,-124.329,65.7936
-65.5939,-124.401,66.12
-64.7417,-124.919,66.835
-63.7799,-125.71,67.676
-62.595,-126.486,67.8984
-61.7213,-126.534,67.4011
-61.132,-126.456,66.9473
-60.3647,-126.282,67.2785
-58.9037,-127.059,67.5661
-57.0962,-128.462,67.8068
-55.8384,-129.363,67.3574
-55.1611,-129.267,66.9959
-54.1454,-128.44,66.3235
-52.2425,-128.138,65.7993
-49.8184,-128.656,65.0878
-47.8651,-128.981,64.6308
-45.9195,-128.909,64.5471
-43.7009,-128.696,64.3277
-41.9903,-128.234,63.5389
-39.9862,-127.843,61.7917
-37.5448,-127.955,60.4307
-35.7706,-127.243,59.4488
-33.7565,-126.803,58.8766
-30.8228,-126.431,57.6899
-27.8309,-125.861,56.7639
-25.4417,-124.955,56.632
-23.529,-123.673,56.4126
-22.0989,-121.969,55.236
-20.736,-119.603,53.3366
-18.6758,-117.935,51.5196
-16.341,-117.164,50.5374
-14.1491,-116.885,49.7957
-12.4495,-116.308,49.0406
-10.9225,-115.178,48.2242
-9.34302,-114.004,46.9078
-7.90118,-112.071,44.8357
-5.81014,-109.904,43.9425
-3.55785,-108.425,43.6144
-1.15894,-107.052,42.985
1.2326,-105.878,41.6203
3.04429,-104.504,40.4307
4.50398,-103.06,39.679
6.13927,-101.738,39.2652
7.72537,-100.533,38.0789
8.58726,-99.3012,35.9008
9.34444,-98.3362,34.6245
11.0479,-97.9094,33.9768
13.3643,-97.3739,33.11
15.3622,-95.8743,31.8694
16.4378,-94.4947,30.783
18.063,-93.0984,29.9934
19.7209,-92.2237,29.6415
21.8767,-91.3398,28.8317
23.5417,-90.2809,27.7226
24.8502,-89.4338,26.9205
26.2184,-88.5915,26.2699
28.0441,-88.0047,25.3964
29.852,-87.326,24.321
31.1795,-86.6222,23.5661
32.1284,-85.8412,23.3502
33.5566,-85.218,22.8104
35.2281,-84.2604,22.0735
36.6302,-83.5146,21.7376
38.5742,-83.0355,21.5165
39.9432,-82.5075,21.1676
40.6166,-81.1738,19.9102
41.2097,-79.7823,18.7174
42.7288,-79.1606,18.1923
44.5024,-79.0579,18.4219
46.0384,-78.7215,18.2857
47.5564,-77.8756,17.8972
48.9089,-76.6658,17.3497
50.1681,-75.2341,16.6836
52.1282,-74.2996,16.3358
54.1803,-73.8001,16.2442
56.0205,-72.6462,16.2259
57.6938,-71.1957,16.3377
59.4976,-69.7511,16.3012
61.3953,-68.5961,16.404
63.7025,-67.1074,16.6319
65.5819,-65.8339,16.9476
67.684,-64.2511,17.2809
70.0051,-62.331,17.5458
72.1303,-60.4467,18.0089
74.5447,-58.7206,18.598
77.2589,-56.2887,19.4963
79.4354,-53.9548,20.2731
81.7516,-51.5882,20.9479
84.3306,-49.1405,21.5806
87.3422,-46.5054,22.1129
89.8689,-43.7503,23.0648
92.3102,-40.3639,23.6877
94.2675,-37.899,23.9354
95.5757,-36.6859,23.9183
96.3463,-35.7614,23.9267
96.8589,-35.0775,23.6715
97.1836,-34.5597,23.4882
97.1071,-34.2506,23.5018
97.4479,-34.3203,23.4568
98.0134,-34.3877,23.1024
98.4264,-34.2722,22.7175
98.3698,-34.3926,22.5754
98.3527,-34.4226,21.9689
98.4936,-34.4842,21.458
98.4523,-34.5948,21.0857
98.4052,-35.2894,20.9215
98.2561,-35.964,20.6849
98.3878,-36.6637,20.2427
98.8293,-36.8714,19.9832
99.3491,-37.33,19.3718
99.4212,-37.922,18.7012
99.2653,-38.8933,18.1318
99.0116,-39.8469,17.5006
98.5768,-40.8501,17.1642
98.3074,-42.0673,16.5126
98.3715,-43.1587,15.6936
98.2352,-44.157,14.8751
97.4811,-44.736,14.4317
96.648,-45.5743,14.5586
95.6035,-46.5293,14.7831
94.457,-47.5636,14.6336
93.7511,-48.2841,14.2076
93.0926,-49.2401,13.774
91.8022,-50.4923,13.7198
90.4271,-51.5285,14.0891
89.1868,-52.4162,14.0932
87.8277,-53.0263,13.6841
85.9925,-53.9146,13.3744
83.8357,-54.8687,13.3968
81.9926,-56.1359,13.6479
80.6203,-57.4214,13.63
79.2731,-58.3713,13.44
77.5335,-59.2463,13.4384
75.3077,-60.2225,13.8916
72.6786,-61.0327,14.6072
70.2782,-62.1278,14.8392
67.7052,-63.7579,15.0015
65.3336,-65.6177,15.4067
63.2266,-67.3655,16.0779
61.2035,-68.8892,16.2843
58.1404,-70.4845,16.6264
54.8755,-72.7964,17.022
52.7599,-74.6143,17.6695
50.7238,-76.4714,18.1969
48.0702,-77.702,18.4948
45.544,-78.7822,18.7225
42.7051,-79.986,19.6236
40.2489,-80.9686,20.7287
37.9171,-81.7308,21.4526
35.8955,-82.616,22.371
34.4272,-83.1002,23.6456
33.4086,-83.3935,24.9351
32.6583,-83.9707,25.9935
32.2751,-84.3833,27.4823
32.671,-84.5259,28.833
33.1487,-84.3613,29.8134
33.578,-84.3566,31.6833
34.0986,-84.6123,33.6123
35.3371,-84.6459,35.5838
35.8733,-84.1719,36.9679
35.8291,-83.1185,38.1452
36.3872,-81.868,39.0972
38.1423,-80.612,41.2043
39.8637,-79.8385,43.6345
41.3009,-78.6955,45.5125
42.9836,-77.4318,46.9078
44.5797,-76.1523,48.442
46.3235,-75.3101,49.9393
47.3363,-74.6704,50.5535
48.3706,-73.6481,51.2926
49.6211,-72.0084,52.3119
51.0104,-70.4309,53.418
53.1274,-67.9577,54.5685
56.1672,-65.4717,56.0297
58.7601,-63.2851,57.0822
61.7658,-60.7174,57.6935
64.8473,-58.1986,57.8566
67.7834,-55.9273,58.2501
70.8595,-53.482,58.5795
73.606,-51.0778,58.6564
76.5117,-48.6792,58.5808
79.174,-46.4076,58.686
81.3075,-44.4713,58.0017
82.5515,-43.3043,57.0437
84.0329,-42.2784,55.9557
85.2527,-41.4878,55.3608
86.5509,-40.6559,54.1904
87.6752,-39.9601,52.9471
88.5622,-39.4972,51.9447
89.5083,-39.0702,50.9971
90.6408,-37.9602,49.8843
92.2985,-36.3784,48.4044
94.5148,-34.5247,46.8331
96.7038,-32.3718,45.1729
99.9202,-29.5646,42.7465
103.246,-27.5821,39.9168
105.883,-26.2574,37.663
108.162,-24.4468,35.1234
109.737,-23.1,33.1819
111.376,-21.3772,31.1563
112.493,-20.4235,29.5643
113.328,-19.7391,28.1767
114.021,-19.2482,26.8683
114.744,-18.8491,26.3212
115.466,-18.656,25.5632
116.108,-18.5751,24.7965
116.429,-18.2455,24.0852
116.947,-17.895,23.2366
117.857,-17.3157,22.3439
118.768,-16.9751,21.3685
120.501,-15.9442,19.606
122.655,-14.7855,17.3834
124.621,-13.7211,14.9782
126.142,-12.5168,12.8603
126.757,-11.8307,12.1705
127.461,-11.4141,11.4892
128.35,-10.9265,10.5996
129.623,-10.0295,9.36582
130.918,-9.29194,7.68425
132.132,-9.22641,6.55516
133.206,-8.93214,5.92762
134.009,-8.88478,5.12261
134.816,-8.79907,4.2839
135.647,-8.43813,3.40589
136.668,-8.12823,2.72662
138.314,-7.90019,1.63695
139.889,-7.49678,0.55068
141.48,-6.81961,-0.883949
142.85,-5.89382,-2.69613
143.996,-4.52106,-4.91525
144.701,-2.6791,-7.01703
145.267,-0.800751,-9.03973
145.599,0.865268,-10.7579
146.033,2.07194,-12.1297
146.311,3.20293,-13.0245
146.658,3.87736,-13.4384
146.957,4.43743,-13.6491
146.896,5.05166,-13.5697
146.841,5.54414,-13.5723
147.003,5.88996,-13.4694
147.333,6.16127,-13.5412
147.591,6.52103,-13.6777
147.628,6.79068,-13.6361
147.702,7.20109,-13.4398
147.871,7.6308,-13.5986
148.254,7.98374,-13.6894
148.669,8.40834,-13.6468
148.95,8.71849,-13.5732
149.462,9.4345,-13.8262
149.912,10.3416,-14.3395
150.521,11.0771,-14.9877
151.029,11.7141,-15.1551
151.298,12.4343,-15.1764
151.598,13.441,-14.9415
151.893,14.038,-14.3496
152.101,14.7229,-13.4556
152.46,15.346,-12.1859
153.014,15.9194,-10.5812
153.506,16.5054,-8.83038
153.928,17.1739,-7.1785
154.173,17.9193,-5.09391
154.292,19.0049,-3.09479
154.406,19.9704,-1.3349
154.753,20.7599,0.198907
155.28,21.4398,1.69003
156.064,22.0607,2.95413
156.917,22.9231,4.1623
157.875,23.9745,5.84362
158.507,24.7685,7.04941
159.182,25.588,8.56785
159.704,26.3881,10.4178
159.894,27.068,12.4038
159.681,27.633,14.4583
159.269,28.0273,16.4703
159.035,28.6233,18.262
158.64,29.0827,20.5772
158.03,29.4756,22.4332
157.43,30.0481,23.9097
156.271,31.0646,24.7709
154.836,32.1188,25.1468
153.372,33.5937,24.8808
152.085,35.6833,24.3286
150.894,38.0815,24.2791
149.557,40.6854,24.4936
148.163,42.2641,23.5034
146.87,43.3017,23.0418
145.904,44.7741,23.2997
145.131,46.0571,23.8227
144.061,47.0016,24.5547
142.742,47.895,25.3436
141.324,48.6966,25.9619
139.807,49.5994,26.3495
137.817,50.5481,26.5475
136.214,51.281,26.393
134.697,51.8762,26.4264
133.187,52.4087,26.2007
131.895,52.9432,26.068
130.333,53.5107,26.0513
128.671,54.1104,26.0055
127.165,54.41,26.1177
125.595,54.4988,26.0791
124.179,54.5861,26.1228
122.887,54.5616,26.134
121.746,54.6649,26.0635
120.787,54.6735,25.993
119.842,54.64,25.9671
119.384,54.8071,26.0289
118.846,54.7655,25.7313
118.21,54.9647,25.4706
117.744,55.3511,24.7427
117.469,55.5267,23.8182
116.939,55.5501,23.1324
116.311,55.7527,22.6443
115.745,55.7201,22.2467
114.927,55.7879,22.0217
113.91,55.5927,21.6094
113.154,55.5266,21.4997
112.384,55.3157,21.6447
111.782,55.2328,21.6973
111.128,54.9485,21.5131
110.718,54.7664,21.6751
110.578,54.3663,21.8594
110.456,54.0676,22.252
110.012,53.6534,22.2404
109.49,53.0873,22.1977
109.137,52.7774,22.3958
109.049,52.4874,22.6176
109.03,52.3167,22.7206
108.79,52.0695,23.151
108.497,51.441,23.5081
108.41,51.149,23.7819
108.258,50.7988,24.1583
107.8,50.321,24.5738
107.273,49.9927,24.9072
107.147,49.5573,24.9076
107.2,49.4084,25.07
107.201,49.1594,25.3282
107.155,48.5041,25.6268
107.026,47.9311,26.0806
106.896,47.2645,26.4652
106.787,46.9159,26.7692
106.677,46.348,27.1823
106.351,45.7311,27.4644
105.889,45.1257,27.7129
105.572,44.6833,27.7465
105.111,44.3006,27.9341
104.949,44.1054,27.9871
104.824,43.9415,27.7756
104.529,43.4513,27.5904
103.966,43.4291,27.7713
103.369,43.2996,27.6859
103.257,42.9383,27.6637
103.462,42.9875,27.6723
103.384,42.8201,27.6422
103.445,42.6251,27.8617
103.528,42.465,27.979
103.574,41.939,28.0639
103.096,41.5944,28.1764
102.909,41.439,28.3775
103.124,41.2526,28.385
103.285,41.2501,28.5526
103.111,41.2995,28.7532
103.14,41.1886,28.9917
102.861,41.02,28.9481
102.538,40.6792,28.9099
102.102,40.2947,29.0006
101.952,40.2139,29.0443
102.072,40.0713,28.6657
102.046,39.9001,28.3018
101.733,39.8282,28.1793
101.318,39.7282,28.5264
101.098,39.9374,28.7889
101.232,39.759,28.9299
101.478,39.4652,29.1147
101.84,39.2475,29.5243
102.386,39.1484,29.7612
103.03,38.895,29.9894
103.754,38.711,30.5871
104.608,38.4302,31.0672
105.432,38.4256,31.6756
106.332,38.4985,31.8076
107.153,38.537,31.8303
108.219,38.416,31.7625
109.333,38.2115,31.9945
110.441,37.8809,32.0342
111.48,37.3396,31.782
112.522,36.9046,31.7463
113.548,36.2119,31.625
114.656,35.4783,30.977
115.63,34.7804,30.5436
116.329,34.2921,29.994
116.921,33.8481,29.1616
117.395,33.4659,28.7075
117.918,33.1466,28.6721
118.56,32.6514,28.6327
118.772,32.49,28.8059
118.941,32.4557,28.8155
119.204,32.2194,28.8265
119.386,32.0217,28.4902
119.336,31.861,28.1914
119.302,32.0079,28.0843
119.231,32.0675,28.099
119.214,32.2038,28.1521
119.013,32.2511,28.2752
118.98,32.2257,28.3736
118.739,32.3762,28.3927
118.703,32.5923,28.5214
118.568,32.8671,28.4963
118.323,33.3272,28.6859
118.066,33.8742,29.0511
117.727,34.3122,29.3996
117.239,35.0613,30.0545
116.595,35.4932,30.5085
115.67,35.7419,30.9628
114.388,35.5505,31.3732
113.553,35.4425,31.7652
112.835,35.6137,32.4499
111.817,35.9768,33.4003
110.384,36.5341,34.5573
109.058,36.7997,35.5538
107.819,36.9912,36.7027
106.551,37.0017,37.6863
105.256,37.0664,38.8352
103.772,37.1936,39.6838
102.026,37.2524,40.6691
100.478,37.2047,41.5773
99.128,37.218,41.9362
97.8208,37.1696,42.4143
96.1739,37.0704,42.888
94.4084,37.096,43.2376
92.3795,36.4374,43.3562
90.837,35.9004,43.5905
89.3089,35.0788,43.5966
87.8329,34.6175,43.328
86.7456,34.2719,42.7718
86.3013,34.2775,42.566
86.209,34.2814,42.3717
86.4029,34.0603,42.1138
87.1058,33.7012,42.2442
88.1796,33.4087,42.5011
89.3268,33.3337,42.6534
90.0492,33.5102,42.8619
90.9233,33.6363,42.9038
91.857,33.6659,43.0425
93.0438,33.3385,43.4425
94.2009,32.6515,43.6481
95.6559,31.8917,44.0062
97.3825,31.1495,44.1318
99.2719,30.2459,43.9158
100.944,29.3404,43.9221
102.587,29.1074,44.0671
104.384,29.4894,44.0768
106.704,30.2933,43.5908
108.584,30.9713,42.9841
110.191,31.7388,42.5264
111.716,31.9977,41.6567
112.387,32.0027,40.5233
113.134,31.8695,39.3613
113.607,31.7322,38.9638
113.863,31.2247,38.7455
113.675,30.8351,38.7343
113.612,30.4008,38.5602
113.404,29.7123,38.46
113.211,29.0923,38.6664
112.935,28.349,38.7643
112.525,28.0275,38.8967
112.127,28.0414,39.1387
111.781,28.2952,39.5516
111.314,28.6598,40.0697
110.834,28.9921,40.4556
110.426,29.6408,40.9787
110.125,31.0461,41.5951
109.145,32.2049,42.0827
107.899,33.0962,42.7149
106.545,33.3778,43.3392
105.686,33.1629,43.6089
104.649,32.7017,43.8867
103.297,32.3031,43.8762
101.504,31.9174,44.1148
100.008,31.5388,44.5695
98.9848,31.1008,45.1466
97.7876,30.7281,45.882
96.5,30.4432,46.0296
95.3744,30.303,46.0342
94.4344,30.2994,46.1946
93.4343,30.5979,46.535
92.9579,30.7638,46.6746
92.6484,30.3305,46.3615
92.3127,30.2121,46.1545
91.9923,30.3585,46.0873
91.9921,30.5908,45.941
92.4134,30.6044,45.5386
93.0444,30.4943,45.1813
93.9573,30.6633,44.9026
94.7728,30.656,44.8179
95.9,30.6639,44.6018
96.9111,30.7558,44.6585
98.218,30.9978,44.7844
99.9421,30.9779,44.7325
101.79,30.3833,44.4146
102.978,30.0035,44.409
103.801,30.0471,44.5676
104.87,30.0518,44.7503
106.24,29.6794,44.9279
107.018,29.3226,45.5209
107.565,29.2324,46.2568
107.723,29.1135,46.8885
107.435,28.7609,46.7575
106.927,28.7117,46.9414
106.68,29.2744,47.4108
106.531,29.8976,47.6087
105.883,30.4286,48.2194
105.589,30.8962,48.8475
105.014,31.1556,49.5441
104.237,31.0204,50.0311
103.272,30.9068,50.6823
102.235,30.3718,50.9482
101.03,29.9581,51.0367
99.6202,29.878,51.2966
98.2563,30.0152,51.5045
97.4005,30.0651,51.9247
96.8616,29.9434,52.0839
96.0771,29.744,52.4116
95.2552,30.0972,52.5748
94.4403,30.6745,52.8247
93.6141,31.1798,52.9145
92.9471,31.1268,52.9673
92.6699,30.6231,52.506
92.4967,30.0721,52.019
92.2341,29.8447,51.6593
92.246,29.9312,51.8924
92.6657,30.2011,52.3182
93.1641,30.0564,52.9158
93.8715,30.0171,52.8781
94.538,29.7821,52.2248
95.2483,29.4937,51.5484
96.0127,29.3282,51.057
96.92,29.2727,50.8886
98.0198,29.079,50.6512
98.7986,28.722,50.0044
99.7423,28.5395,49.257
100.751,28.2562,48.7309
101.716,28.0137,48.3278
102.535,28.1196,48.1307
103.382,27.6228,48.3786
103.698,27.0638,48.7595
103.965,26.3358,49.2398
104.241,26.0624,49.3783
103.934,26.0604,49.8128
103.185,25.6989,50.1157
102.749,25.2842,50.548
101.94,25.1981,51.4454
101.046,25.6424,52.8315
100.738,26.1997,54.6373
100.09,26.7608,55.8975
98.9663,27.5573,57.3647
98.0315,28.4582,58.8085
97.0918,29.1004,60.2353
96.2266,29.3925,61.468
95.5581,29.5374,62.2515
94.8344,29.3201,62.6172
94.1223,29.1777,63.0746
93.2565,28.805,63.5257
92.4024,28.3816,63.7384
91.6857,27.7811,64.0499
90.9827,27.046,64.3888
90.2295,25.8835,64.3868
89.7573,24.4382,64.2844
89.5718,22.7346,63.9928
89.6237,21.2721,63.6457
89.512,20.0028,63.4629
89.1184,19.0995,63.286
89.0559,18.7219,63.1423
89.4548,18.0636,63.0473
90.3001,17.1185,63.1114
91.1475,15.9166,63.2438
91.9022,14.8372,62.8744
92.0906,13.7175,62.4649
92.3693,12.2523,62.6003
92.916,10.8821,62.9464
93.832,10.2676,63.5651
94.6349,9.82655,64.4121
95.0025,9.39587,65.2787
94.8728,9.22246,65.6732
94.6295,8.8447,65.8804
94.4331,8.50669,65.9439
94.2861,8.29186,66.2326
93.5519,8.44436,67.1179
92.3978,9.05549,67.8249
91.0625,9.77468,68.6638
90.0357,10.9302,69.8352
89.4254,12.3033,71.1987
88.9844,14.0437,72.7549
88.2904,15.9099,74.1933
87.7429,17.7723,75.4495
87.515,19.1148,76.4631
87.094,20.1857,77.0101
86.2536,21.0357,77.4296
85.7765,21.3065,77.4914
85.3377,21.4655,77.3164
84.7395,21.5912,76.762
84.2991,21.605,76.061
83.4198,21.4824,75.1656
82.575,20.8938,74.1093
81.8586,20.3878,72.8465
81.3538,20.1528,71.6546
