sep=,
X,Y,Z
142.467,75.627,-63.7156
142.433,74.7416,-64.2346
129.061,92.0771,-71.4485
119.981,103.248,-76.5709
122.867,100.662,-76.2199
130.489,90.2887,-74.5346
132.965,86.7242,-79.1697
133.412,86.575,-81.903
133.656,86.9175,-83.5679
137.851,81.0399,-80.9046
127.381,93.524,-92.7743
131.451,88.412,-89.9705
132.513,88.0904,-90.5231
138.96,78.9611,-84.0343
143.685,73.7115,-81.8078
132.229,87.4197,-107.238
132.473,87.9319,-108.028
150.871,64.6342,-80.4505
144.148,73.1145,-113.807
143.926,72.9277,-115.661
148.522,67.5475,-107.223
150.59,65.0304,-112.367
143.198,73.0973,6.11677
140.379,76.4264,8.57511
138.93,78.9331,3.73356
142.384,73.8984,-14.7237
137.258,80.9384,-11.3137
132.434,86.4239,-7.0288
128.79,90.2987,-6.48082
128.337,90.6278,-9.05639
127.195,93.1237,-25.0585
134.17,84.2211,-31.8267
130.01,88.6871,-31.2253
135.304,83.0333,-40.1921
132.04,87.4311,-38.7931
137.817,79.3386,-43.8212
131.642,86.9894,-42.0494
135.227,82.5142,-51.6321
129.034,90.4249,-52.5597
140.459,76.472,-55.3248
120.69,99.5677,-57.3999
128.083,90.9435,-70.8268
119.401,101.28,-77.9745
123.599,96.3765,-76.8671
133.49,84.5109,-75.1047
133.652,84.9467,-77.3423
133.54,85.5692,-79.5934
145.183,70.4486,-71.9369
130.965,88.6678,-90.02
126.966,92.2961,-96.5209
127.8,91.8774,-97.3318
135.403,83.1216,-95.123
132.446,86.627,-107.664
143.515,72.5208,-112.612
151.16,63.6697,-113.125
151.917,62.9124,-113.855
156.004,57.53,-121.754
158.734,54.4339,-121.705
145.597,69.4512,10.9091
136.851,79.7593,10.7147
136.845,80.0195,7.30009
123.233,96.1011,26.38
143.42,71.9358,-13.5015
137.161,79.4088,-9.91986
132.243,84.6757,-7.16103
118.868,101.298,-1.4131
129.188,88.9363,-16.3082
116.032,103.195,-6.1058
133.307,83.4215,-27.6373
133.653,83.868,-29.7608
135.035,82.1266,-39.1218
127.589,89.8131,-46.7405
135.676,80.4794,-49.8999
131.967,85.1568,-49.6771
158.789,53.9992,-55.67
126.645,92.037,-63.5127
127.377,90.6102,-70.8731
119.296,99.7812,-78.868
133.418,83.4927,-73.0979
128.794,88.7805,-75.9882
126.412,91.6829,-79.6428
137.148,79.7234,-79.4034
127.223,91.0148,-91.3747
130.055,87.9254,-89.5632
127.074,90.5423,-94.6632
138.778,77.6576,-87.0254
132.001,84.8705,-105.978
132.4,85.3835,-106.973
146.687,68.3035,-91.3787
139.256,77.3035,-115.714
139.391,76.304,-127.17
147.598,66.8248,-121.332
155.38,58.1503,-121.225
156.236,57.0893,-121.705
158.003,54.9978,-121.696
160.527,52.0245,-123.475
145.348,69.265,10.113
140.656,74.4597,11.2316
136.691,78.8157,16.2796
135.932,79.3086,10.8113
137.26,77.6869,3.60432
134.602,81.5518,5.6893
120.568,96.7208,29.4657
136.592,78.9022,-3.63534
133.067,82.2735,-3.31273
137.35,77.7088,-18.6283
137.149,78.1197,-21.0072
127.516,88.5143,-11.7964
133.625,81.9681,-20.1731
133.338,82.5205,-22.271
133.35,82.8576,-25.0013
126.352,90.1621,-22.3248
129.517,86.5779,-29.3912
134.857,81.1395,-38.2051
130.536,85.8465,-41.4201
134.427,81.1076,-49.099
127.672,88.3989,-49.9941
140.068,74.4056,-55.6998
142.296,72.6874,-59.8907
133.899,81.449,-63.4375
126.522,90.5577,-71.5133
125.785,90.397,-72.1757
133.199,82.1176,-70.9994
119.143,98.1586,-79.9974
127.927,88.3066,-77.4151
132.979,83.3138,-76.4375
120.914,96.4177,-86.5201
122.387,95.2334,-89.8474
122.776,94.2743,-92.8268
129.107,86.7012,-88.8107
126.642,90.2705,-96.003
143.506,70.64,-82.7922
132.176,83.7575,-106.061
143.705,71.0909,-114.326
147.923,65.7658,-105.929
151.048,62.2714,-120.055
156.178,56.6824,-121.346
157.133,55.5658,-121.586
158.907,53.6875,-116.721
147.997,65.3982,13.7029
141.033,72.5411,13.8751
135.874,78.1244,16.5903
141.281,72.1344,-13.7214
136.938,77.816,-8.46155
131.083,83.7438,-4.93327
129.948,85.5149,-4.53493
134.457,79.581,-12.8623
134.049,80.6709,-15.0869
125.148,89.7901,-7.71706
142.166,71.8339,-28.4359
128.623,86.6379,-15.4478
124.292,90.9181,-15.1032
134.144,80.3223,-37.4642
124.953,91.0311,-33.1004
137.552,77.0331,-43.6462
124.472,90.7957,-43.9781
125.107,90.1057,-47.1855
142.248,71.1505,-52.3042
126.621,87.9036,-51.0021
120.923,95.4904,-58.1905
126.44,89.1499,-63.9037
133.273,81.2037,-69.1395
124.824,90.1383,-73.4638
123.982,91.7541,-77.1964
119.066,96.3259,-81.2703
133.246,81.3717,-75.3394
136.476,78.0245,-77.6683
126.135,88.6586,-91.7912
123.45,92.1251,-95.9097
126.895,87.583,-95.3845
139.259,74.4039,-83.5533
138.434,75.5311,-87.2213
134.556,80.2818,-93.1762
132.152,82.4107,-104.779
145.98,67.236,-91.0635
142.345,71.3182,-112.467
140.443,73.3274,-126.812
148.605,64.6876,-118.008
156.473,56.0939,-121.247
161.371,50.6851,-111.152
140.926,71.6658,7.71363
135.655,77.8312,12.3528
136.171,76.9194,9.63041
131.276,81.9751,11.4578
121.939,92.4574,26.1077
136.832,76.4271,-7.15675
135.404,77.3592,-8.72297
135.281,77.5505,-8.8566
135.1,78.4643,-10.73
127.087,86.845,-0.919021
125.734,88.7001,-4.30951
127.835,85.652,-8.39723
114.681,98.7788,-5.87514
147.782,64.4898,-38.6025
123.772,90.8434,-19.6591
128.921,84.4553,-27.561
133.442,80.0886,-33.4491
122.467,90.916,-27.3133
133.592,79.1596,-37.0505
145.932,66.7272,-46.26
129.349,84.4677,-40.8676
123.228,91.2401,-39.2424
133.349,79.513,-46.205
141.401,71.109,-51.4951
142.73,70.4838,-51.9258
141.548,71.5416,-52.7507
127.422,85.5514,-54.4425
114.835,99.6843,-54.922
141.769,70.679,-57.7641
141.34,71.9285,-63.8145
132.608,80.5697,-67.8471
123.794,89.9613,-74.5669
124.436,89.5474,-80.3382
128.363,85.9096,-88.1328
126.174,87.8127,-95.5743
132.343,81.4803,-104.953
143.463,69.0033,-112.618
134.591,77.1988,16.8848
132.785,79.6465,6.01955
141.466,70.2135,-13.0547
129.991,82.4003,4.66964
135.748,76.0991,-6.77302
130.446,81.7281,-4.92256
127.147,85.6186,-5.21695
136.092,76.0509,-18.5701
133.913,77.8071,-17.831
128.221,84.4717,-14.7321
125.587,87.2185,-19.7071
123.11,89.4304,-28.6621
122.426,90.66,-31.0675
137.047,74.9541,-43.1545
126.189,85.8142,-45.4861
130.606,81.6998,-47.4828
141.404,70.3004,-50.6809
142.644,69.64,-51.563
125.643,87.2977,-52.1735
139.703,72.1946,-56.0467
132.809,79.2786,-61.731
125.971,85.839,-64.4458
140.992,70.8406,-63.4397
132.021,79.6284,-66.9672
122.602,89.5215,-75.6933
123.956,87.9008,-76.7275
133.581,79.128,-74.2267
126.86,85.8648,-78.9056
136.037,76.1932,-76.3842
127.509,84.7956,-87.0704
126.304,85.5828,-95.2887
125.498,86.2429,-99.7451
137.98,74.0463,-87.0813
132.513,79.3145,-103.272
132.536,79.5419,-103.899
149.589,62.1486,-81.3954
145.434,66.3296,-90.7278
137.528,74.9958,-115.316
141.84,70.3725,-112.616
152.778,58.954,-93.9028
155.12,56.7932,-127.36
156.679,55.2123,-121.265
144.451,66.8576,11.7466
141.163,70.2765,17.0793
140.981,69.8851,14.303
135.025,76.2098,13.743
135.152,76.11,3.58782
131.099,80.109,6.87825
136.327,75.1021,-5.74211
129.829,81.2454,-3.01414
128.239,82.2484,-5.13746
141.42,69.554,-26.0191
116.23,93.8572,0.711339
122.151,87.9613,-25.6083
122.601,88.7442,-27.2686
133.093,77.8989,-36.4951
127.971,82.3897,-41.2358
128.048,83.0969,-41.801
128.038,83.3931,-43.4458
127.771,82.7328,-44.2045
141.494,69.3745,-49.4099
142.642,68.848,-51.1731
128.407,82.8173,-58.3029
121.309,89.4216,-59.4725
132.214,78.7389,-66.3793
121.689,89.0601,-76.6899
133.563,77.7081,-73.023
122.786,87.5202,-80.0023
125.976,84.4141,-78.8925
120.035,90.0907,-83.6026
126.852,83.5608,-86.3792
127.186,83.5187,-87.5377
126.222,85.1418,-94.7478
126.609,83.6461,-94.833
133.841,77.183,-90.2418
143.837,67.5339,-83.4135
141.525,69.5411,-112.506
147.239,63.8433,-104.338
149.098,62.3306,-118.417
150.493,60.782,-119.295
152.952,58.5643,-117.237
143.94,66.8809,12.7866
141.123,69.2609,9.04188
133.555,76.5026,16.9019
132.305,77.391,8.62228
120.611,88.8526,25.9865
139.896,70.3332,-13.1979
126.407,83.1476,-4.62689
127.857,82.2457,-13.9092
124.742,84.1587,-17.3164
128.093,81.9595,-25.5305
122.053,87.19,-24.7066
136.698,73.033,-42.2677
127.47,81.7268,-40.7904
132.187,77.355,-42.7823
141.249,68.7456,-48.3618
134.347,75.414,-48.0632
142.396,67.8129,-50.5596
126.532,83.6469,-53.9896
114.469,94.259,-58.8536
121.838,86.8442,-60.059
128.896,80.9663,-61.5928
126.072,83.8435,-64.4569
129.561,79.578,-64.3141
131.257,78.3999,-65.7258
121.038,88.3003,-77.2589
133.588,76.2176,-71.8565
125.662,83.3121,-77.9014
121.356,88.4028,-84.24
122.701,87.2293,-84.4812
145.103,65.1107,-69.9172
123.993,84.9669,-85.3639
126.311,82.8278,-85.2974
126.254,83.7132,-94.3326
137.479,72.825,-86.7104
126.026,83.2127,-101.284
132.429,77.5164,-102.799
145.247,65.5153,-90.2126
140.799,69.2994,-111.024
140.725,69.5131,-111.587
148.149,62.511,-117.555
154.932,56.159,-97.874
151.082,59.9716,-118.522
135.241,74.0102,11.7408
133.893,75.4476,14.0019
133.805,74.7374,10.5537
135.938,73.2633,-3.03715
135.435,73.4358,-4.49388
130.651,78.1591,-0.727281
126.678,81.5532,-2.06785
135.331,73.7759,-15.4718
127.673,80.2388,-12.8221
112.658,93.6947,-5.23902
121.395,85.9485,-23.1484
132.637,75.6492,-36.6888
132.818,75.6165,-37.7514
129.177,79.0674,-37.9305
127.017,80.743,-40.7538
143.995,65.6481,-51.4357
143.783,65.9957,-52.0432
143.551,66.0046,-52.6174
140.904,68.6815,-55.7484
139.324,70.0717,-56.1407
132.523,76.2139,-59.7393
139.002,70.1014,-60.5415
129.943,78.1153,-65.5598
130.747,77.836,-66.7879
120.413,87.4376,-77.7215
125.995,81.8706,-77.1223
135.597,73.7258,-74.7324
124.646,84.1018,-85.6218
124.337,83.8265,-86.8591
125.022,83.58,-87.6251
127.33,80.5646,-86.1766
125.448,82.2735,-89.8079
126.182,82.092,-94.0253
139.766,69.782,-82.981
126.074,81.651,-102.3
144.934,64.5643,-89.1647
136.306,72.3514,-114.671
139.629,69.7625,-110.244
140.601,68.6732,-111.592
143.653,66.3534,-111.099
141.727,67.7356,-125.713
147.713,62.577,-120.436
151.785,58.6,-117.659
154.665,55.8405,-121.067
132.397,75.7371,17.1769
130.572,76.7106,14.0636
129.784,77.0756,13.1202
128.807,78.6673,13.4988
135.995,71.9563,-1.388
139.964,68.7724,-12.5152
133.43,74.8648,-7.47109
128.431,78.532,-2.64182
140.82,67.5145,-23.916
114.643,90.5745,1.73491
127.479,80.06,-23.8108
131.943,75.3865,-32.3414
132.162,75.4131,-33.3436
132.287,75.5564,-34.429
132.58,75.62,-35.5232
132.855,74.9247,-39.1161
140.763,67.7673,-46.82
144.251,64.605,-49.7363
134.104,74.0812,-47.3422
144.127,65.2157,-50.6712
143.279,65.922,-52.9598
143.141,65.724,-53.34
138.242,69.8011,-57.4693
133.452,74.7859,-58.4248
131.392,76.6506,-59.2529
138.657,69.972,-59.2296
130.997,76.926,-61.0566
139.109,69.7455,-62.1328
140.145,68.8432,-63.5169
133.449,74.529,-70.343
126.311,80.2743,-75.0522
126.252,80.8542,-76.1194
120.993,85.9602,-79.9511
125.259,81.9605,-83.9558
125.486,81.414,-90.3315
133.128,74.2332,-86.952
127.089,80.3523,-94.4757
139.708,69.0209,-82.7142
140.019,68.8458,-85.1463
126.543,80.2902,-102.184
140.256,68.2171,-87.7813
144.238,64.5493,-83.5352
132.471,75.3611,-101.224
144.457,64.4494,-87.9994
138.493,70.2586,-110.165
140.454,68.1366,-110.538
156.876,53.5734,-120.91
158.336,52.3631,-117.555
163.187,48.0684,-110.584
143.808,64.642,13.1536
134.262,72.4987,16.293
135.701,71.584,12.1697
130.085,75.7437,16.3624
129.933,76.3817,15.9063
128.738,77.451,11.7581
128.271,78.0402,11.0577
126.961,78.7858,9.71484
126.255,79.3037,8.64247
138.605,69.2276,-12.3769
128.757,77.8512,-1.27308
135.123,71.5485,-12.8145
125.669,80.5602,-3.90082
124.057,81.8238,-5.18075
131.749,74.6622,-16.3278
131.292,74.9077,-30.5377
131.823,75.1994,-34.8956
135.966,71.1076,-40.9138
132.805,74.1211,-40.1042
126.85,79.3369,-39.4922
126.702,79.6221,-40.4517
123.383,81.6943,-41.9236
133.454,73.0755,-46.9423
142.912,65.2419,-53.8259
137.834,69.7918,-55.5732
128.034,77.7631,-56.6044
133.488,73.1063,-57.3296
114.268,90.1842,-61.1586
129.004,77.3378,-62.3317
130.025,76.2157,-64.5921
131.526,75.5476,-69.5367
126.331,79.7787,-73.6108
132.797,74.1145,-71.7841
133.659,73.4926,-73.8684
135.4,71.6352,-73.4167
134.511,72.5786,-75.4631
135.26,71.4022,-77.0036
136.946,70.0513,-78.682
125.333,80.71,-90.0984
138.132,69.0026,-80.0892
138.813,68.5881,-80.4132
126.218,79.3738,-93.3378
127.898,78.1542,-93.5458
126.76,79.5082,-102.418
142.954,65.0928,-84.5542
140.082,67.8102,-89.7438
143.905,64.559,-85.8686
140.398,67.309,-91.6191
143.997,64.0874,-86.8815
137.747,69.6696,-110.606
139.735,67.6381,-110.611
146.483,62.1979,-102.901
147.962,60.7482,-117.068
137.499,68.7076,13.6843
137.525,69.0093,8.60925
130.951,74.312,17.5419
129.94,75.5621,16.3514
129.678,75.9908,16.0666
136.693,69.3601,-0.463884
118.789,84.9214,25.852
134.412,71.232,-2.75208
124.634,80.0356,6.59134
123.846,80.2968,5.48216
144.966,62.9588,-35.2498
123.261,81.1209,-14.7856
126.564,78.1081,-22.0192
120,83.1258,-20.5584
131.27,73.8973,-33.7789
143.215,64.6484,-42.3669
140.322,66.5232,-45.1377
126.075,77.9334,-39.746
143.88,63.8229,-48.5583
141.868,65.4207,-48.9896
136.948,69.1229,-52.2835
137.469,69.3373,-53.9777
139.186,68.0378,-55.8786
126.594,77.8979,-63.2493
125.859,78.1933,-64.2085
129.558,76.1469,-65.0754
139.034,67.6523,-65.5964
126.127,78.4444,-70.8913
133.247,72.2577,-68.9948
123.204,80.6514,-80.3135
123.471,80.5056,-82.2257
127.234,77.2101,-84.5538
124.6,79.9033,-89.6577
128.366,76.3901,-92.3741
139.752,67.5511,-81.6949
141.419,66.1796,-83.2752
126.337,78.4575,-102.482
140.994,66.3972,-92.5847
141.705,65.4096,-93.8845
137.44,69.323,-110.481
143.666,63.8253,-110.01
142.261,64.9806,-125.528
160.852,49.7881,-110.539
130.36,73.4802,17.0431
130.314,74.1066,16.7744
137.048,68.9236,0.423621
133.052,71.4036,3.34825
131.812,73.1021,3.5504
138.692,67.3903,-11.9207
137.758,68.0725,-11.612
131.889,72.6414,-6.38854
122.701,80.4369,3.9715
121.346,80.6628,2.21906
124.651,78.7624,-3.32457
127.315,76.1883,-11.0145
112.712,87.5407,2.70349
110.505,89.6504,-4.00807
130.321,73.9389,-28.4057
128.685,75.1356,-31.7872
135.358,69.7808,-39.6746
127.951,76.386,-37.1945
143.614,63.1358,-47.5851
122.743,80.3792,-40.3049
132.796,72.07,-46.772
139.591,66.4617,-53.5289
142.512,64.5067,-54.2734
133.26,71.6209,-56.4957
129.952,74.2138,-56.99
122.175,81.0674,-61.7911
114.544,87.095,-62.9275
124.087,78.5412,-63.8126
139.891,66.1546,-62.3299
128.982,75.4525,-65.9216
128.121,75.3927,-66.7476
127.431,75.7556,-67.4845
126.775,76.8067,-68.8643
121.735,80.3211,-73.7104
122.508,79.8034,-77.8169
120.076,81.8765,-85.7274
137.526,68.0902,-75.6331
139.621,66.292,-75.2453
139.89,66.3337,-75.1883
124.237,78.5871,-88.2113
138.112,68.0956,-78.3133
132.683,72.4067,-85.1046
126.248,76.9734,-92.7585
140.195,65.8146,-82.2727
148.269,59.9218,-82.3077
141.445,64.8242,-95.1283
136.058,69.0763,-110.751
135.43,69.773,-113.773
140.176,66.4579,-108.912
152.163,56.5477,-116.796
139.188,65.847,11.4716
134.054,70.3613,17.4423
133.684,70.6803,13.9277
131.537,72.3152,16.4091
137.319,67.527,0.615701
135.996,68.9806,-0.0611518
129.228,74.2106,1.69991
128.195,74.767,1.61832
134.748,69.3725,-10.01
132.107,71.1555,-10.167
119.985,80.7475,0.544439
125.863,76.8284,-20.6776
119.347,82.0341,-18.8505
130.428,72.4402,-32.8262
129.483,73.3912,-36.537
139.889,65.485,-43.2742
125.604,76.685,-38.6734
132.229,71.3505,-42.3885
122.16,79.677,-39.1933
127.733,74.9535,-42.9757
132.609,71.2617,-46.0004
136.255,68.8024,-50.245
115.141,84.56,-63.9569
121.669,79.4622,-64.175
136.845,67.7208,-71.1088
137.114,67.9458,-73.3543
139.722,65.5282,-74.3633
132.604,70.8476,-83.8025
135.587,69.1852,-84.4666
125.654,77.0216,-102.497
144.541,62.1264,-83.6125
141.6,64.05,-96.1545
135.669,68.5606,-110.015
139.389,66.0451,-108.978
147.955,59.2236,-116.768
151.83,56.5283,-116.771
137.462,66.5354,1.54207
129.206,72.7216,16.5086
135.761,68.1385,0.48371
126.293,75.4171,15.2304
115.264,83.6121,33.5115
130.201,71.7375,3.53123
127.389,73.7979,6.89749
137.81,66.4094,-11.6098
126.438,75.3063,-0.214004
140.013,65.0917,-21.2357
123.218,76.8824,-2.67873
118.842,80.8994,-0.958004
117.609,81.0534,-3.16897
125.022,75.4301,-19.3881
118.853,81.1066,-17.5689
126.608,74.3511,-36.8935
121.504,78.3567,-36.8645
121.772,78.856,-37.8178
141.439,63.71,-47.9783
135.515,68.2996,-47.917
139.059,65.3965,-55.5636
129.298,73.061,-57.8973
122.371,78.4383,-62.3871
116.248,82.3828,-64.609
119.559,79.969,-64.6195
125.719,75.4436,-63.9848
139.197,65.7194,-63.2057
138.893,65.5186,-67.7861
139.545,64.9428,-74.0202
123.414,76.7119,-85.9954
129.094,72.5638,-89.9195
125.811,75.6465,-102.168
132.272,70.2168,-98.2644
146.952,59.4864,-83.1661
142.109,63.4286,-96.647
143.312,62.4217,-96.8826
151.797,56.1293,-92.0687
153.211,54.9229,-126.972
133.256,69.3536,-1.29788
137.453,65.697,-11.164
136.627,66.8253,-10.3421
126.838,74.0029,-10.1946
116.697,81.1236,-4.8533
121.445,77.8897,-12.5546
117.739,79.5236,-15.3858
128.946,72.2869,-25.8762
126.683,73.2702,-30.9431
134.734,67.9744,-37.934
121.128,77.7932,-35.8512
143.144,62.1162,-46.3806
134.717,67.648,-45.4614
141.761,62.8899,-55.4574
122.783,76.1386,-63.0796
132.468,69.6628,-66.9784
135.889,67.3615,-66.3992
120.093,77.9336,-72.7607
120.845,78.3017,-74.4283
122.512,76.932,-78.4569
145.041,60.449,-67.8702
139.549,64.2114,-73.5373
132.872,69.6577,-82.2923
135.357,67.64,-83.3758
125.908,74.4404,-101.858
144.726,60.8651,-83.7907
145.693,59.9566,-83.6291
135.435,67.1537,-108.452
144.448,61.1451,-96.7915
145.703,60.2263,-101.145
146.669,59.4326,-109.121
143.058,62.1009,-125.617
148.094,58.419,-119.138
157.467,51.637,-120.277
147.32,58.5403,6.47905
144.881,60.1336,5.57581
142.392,61.6033,4.92521
137.462,65.4543,3.13528
135.279,66.7842,1.22478
129.767,70.4902,4.91587
137.207,65.4173,-10.708
130.359,70.5496,-5.46383
129.334,70.8769,-14.6741
110.44,83.9241,3.89071
108.174,86.028,-2.0654
124.351,74.2525,-18.1937
114.23,80.8999,-11.0189
140.858,62.9358,-38.2905
129.027,71.1332,-31.8145
139.175,64.2964,-41.4398
120.293,76.6128,-33.2782
120.645,77.1292,-34.2462
124.327,74.7616,-38.0261
131.703,69.0711,-43.1383
125.398,73.9424,-42.4788
132.659,68.9063,-55.1813
119.079,77.3647,-67.3966
119.257,77.8198,-68.862
119.672,78.0082,-70.862
119.875,76.8901,-71.5956
135.161,66.8773,-71.1131
139.475,63.665,-72.5641
122.335,75.5738,-84.7731
133.004,68.4819,-81.7292
126.453,72.5178,-90.2257
129.755,70.7577,-88.4739
144.784,60.3982,-96.96
146.187,59.3912,-108.63
162.451,47.9144,-47.6948
139.663,62.8925,3.95993
134.732,66.4059,9.44779
131.324,68.1488,6.10981
125.753,72.3397,7.19295
133.932,67.0995,-7.58518
125.146,73.0895,4.40511
139.348,63.1926,-18.7117
122.156,74.6832,-2.2602
126.142,71.9648,-9.39732
116.794,78.4385,-14.0022
113.335,80.6265,-13.3896
134.153,66.5745,-36.3232
127.646,70.8765,-32.9904
125.246,72.7213,-36.5154
142.467,61.024,-45.3176
134.07,67.0699,-43.3575
126.056,71.7905,-40.6175
130.861,69.2945,-43.8007
138.257,64.2718,-51.4765
132.177,67.8857,-55.0698
128.995,70.375,-58.1661
125.739,72.5973,-63.5885
118.899,77.0775,-65.5213
134.786,66.379,-64.0403
138.668,63.5097,-69.3291
139.311,63.2476,-72.8313
132.977,67.4726,-80.9463
135.262,65.9091,-82.2362
139.941,62.8592,-81.3293
125.817,72.6823,-101.448
134.9,66.3802,-112.058
144.416,59.7698,-97.2598
142.781,60.9852,-108.753
146.107,58.8433,-108.857
152.259,54.5729,-116.327
137.397,63.8918,3.27737
128.925,69.3684,19.0784
135.088,65.5077,2.50627
123.81,72.3751,16.8267
131.874,67.4839,0.204166
128.338,69.9412,3.58076
124.004,71.8982,2.52304
141.806,60.9708,-31.7759
123.494,72.7812,-16.7237
112.382,80.0957,-15.448
124.362,71.7634,-30.3846
138.573,63.1071,-39.5466
119.263,75.107,-31.9113
133.189,66.3407,-40.6633
122.862,72.7099,-37.5676
140.761,61.6561,-46.6774
121.623,74.0453,-41.4388
141.418,61.452,-56.5522
117.046,76.229,-61.7622
117.386,77.0345,-63.0764
124.05,72.7325,-64.4347
131.9,66.9743,-65.3667
121.783,73.9778,-75.9508
123.623,72.8813,-80.1246
139.428,62.7472,-71.4604
123.265,73.194,-84.2631
133.013,66.5995,-80.2899
130.737,68.3995,-86.5909
125.815,71.1707,-100.902
135.581,65.0564,-106.539
139.153,62.7845,-105.89
144.815,59.0542,-106.566
145.783,58.5105,-108.308
143.82,59.612,-126.191
148.319,56.998,-116.529
153.38,53.6398,-120.437
157.556,50.9533,-118.228
135.792,63.8783,8.34354
134.482,64.7735,2.4812
114.51,77.0352,26.0717
124.201,70.8145,7.83915
124.943,70.8835,4.08656
129.222,67.9494,-5.86073
119.504,73.625,-2.08789
108.235,80.677,4.80614
119.168,74.7046,-10.5275
105.952,82.572,0.110558
115.717,77.018,-12.196
126.851,69.8532,-22.982
111.551,79.5692,-17.1831
110.813,78.9614,-18.7763
126.854,69.8712,-30.8023
123.884,71.8326,-36.066
130.035,67.3462,-43.1039
157.705,50.76,-54.6045
126.715,69.4087,-51.7821
138.9,62.3189,-55.0593
118.168,74.611,-56.0352
117.566,74.9325,-57.4832
117.368,75.2389,-58.2347
128.426,68.5463,-58.2826
134.309,64.7424,-58.8724
134.509,64.8967,-59.5811
134.451,64.8472,-60.3504
138.833,62.2361,-60.9786
134.009,65.5447,-61.9652
125.092,70.966,-64.8902
138.59,62.4612,-62.8531
135.087,64.606,-70.0937
139.006,62.3875,-72.1663
124.159,70.8571,-83.5901
133.071,65.5935,-79.2707
135.405,64.3949,-81.2724
125.667,69.942,-100.483
130.93,66.9515,-96.9474
139.172,61.8634,-105.715
145.016,58.4887,-99.7521
145.295,58.2785,-107.465
160.61,48.9694,-123.351
135.111,63.5835,3.95888
132.517,65.2709,2.27811
133.489,64.7453,-6.20093
128.331,67.8344,-3.98489
119.304,73.3736,2.80274
121.049,72.2332,-1.40168
124.796,69.7474,-8.78513
122.292,71.3175,-15.0641
114.765,75.3644,-9.97163
137.938,61.9812,-37.8646
110.059,78.4861,-20.2394
132.412,65.4942,-38.2548
141.431,59.909,-43.8815
122.461,70.7867,-35.4379
130.425,66.776,-44
119.231,72.6542,-53.8501
119.118,73.5294,-54.2169
135.139,63.5899,-57.3936
134.143,64.7419,-58.0093
134.299,64.315,-60.9861
125.927,69.2217,-65.1395
121.22,71.4994,-74.2881
123.524,70.519,-76.8922
139.221,61.2157,-69.8477
131.003,65.8493,-84.3777
125.351,69.1088,-100.167
132.637,65.4079,-95.1871
135.099,63.571,-110.267
144.564,58.3186,-96.9831
143.177,58.9646,-103.998
150.881,54.6723,-116.828
137.438,61.5211,6.49957
130.532,65.5989,1.51832
126.494,68.3958,3.50471
138.688,61.2478,-16.1852
124.219,69.5895,-15.1716
123.905,69.3973,-15.6203
113.793,74.658,-8.22178
125.689,68.5574,-29.6566
109.194,77.7769,-21.9765
117.864,73.2691,-30.31
122.369,70.0585,-34.1022
121.819,70.6102,-37.3513
124.33,69.078,-38.9472
136.843,62.0043,-48.9605
134.744,63.1375,-57.2848
141.102,59.7988,-57.5481
112.851,75.554,-61.1725
132.981,64.6194,-59.4266
115.106,73.9529,-63.8295
134.288,63.3119,-62.1779
117.165,73.1334,-66.2509
126.764,67.5643,-65.422
118.84,72.4686,-68.6344
120.719,71.5231,-70.8243
122.612,70.3857,-72.4323
123.86,69.6372,-74.0287
124.633,69.4255,-75.0996
125.119,69.1082,-76.2081
125.391,68.5819,-77.13
138.895,61.2453,-71.0628
138.709,60.9078,-71.2846
133.06,64.0419,-78.8263
130.505,65.3659,-83.0445
130.713,65.4623,-83.3475
135.54,62.5603,-80.5844
135.869,62.5331,-104.624
144.596,57.9118,-105.493
135.653,62.2358,10.1619
129.859,65.0904,8.82081
130.571,65.2222,2.28341
122.879,68.7293,8.72229
126.859,67.0809,-13.3084
123.885,68.9398,-15.0621
123.155,69.3529,-15.6079
138.24,60.922,-34.1223
124.566,67.8765,-29.8226
131.263,64.4651,-35.229
108.484,76.8216,-23.4429
140.13,59.8511,-45.5237
129.053,65.8254,-42.3616
119.354,70.8693,-53.3198
130.785,65.0415,-54.8212
109.684,76.1346,-55.6712
134.447,62.5138,-56.4755
132.341,63.6934,-57.0755
127.767,66.2794,-58.9863
134.292,62.6829,-63.2401
121.231,69.7392,-72.852
135.134,62.3931,-69.1935
122.12,69.8339,-77.3975
125.743,67.8723,-78.1769
126.337,67.0261,-78.8278
127.391,66.65,-79.7172
128.304,66.3002,-80.7835
133.202,63.1223,-78.293
130.535,65.1009,-81.8224
130.5,64.9725,-82.1724
139.571,60.1856,-80.4104
141.972,58.906,-100.909
143.813,57.5004,-103.46
148.395,55.2117,-116.406
135.057,61.5123,5.44664
129.02,64.949,2.07818
132.853,62.9372,-4.94085
122.461,67.9198,6.10865
121.544,68.6161,5.09399
119.872,69.7977,-0.713383
105.586,77.1916,5.74643
122.939,68.2281,-14.7515
121.704,68.5958,-16.1903
124.681,67.3812,-20.2665
137.272,60.7999,-35.5392
107.899,75.6611,-24.7973
120.891,69.5112,-34.7236
122.451,67.931,-36.9843
139.813,59.0854,-44.7083
119.6,70.0544,-39.7877
124.769,66.9104,-48.7601
108.45,75.3667,-52.3122
131.008,64.1512,-63.4904
127.375,66.051,-65.8735
134.865,61.9783,-64.1747
123.281,67.454,-72.2533
144.896,56.4701,-65.7394
139.011,59.5147,-72.3594
