398.711,307.851,-141.759
414.561,294.233,-123.006
536.004,487.338,120.551
296.019,79.9207,-5.8043
296.019,81.2602,8.70645
311.869,99.1195,-20.0918
316.111,102.245,12.5016
328.166,107.826,32.3701
320.353,122.56,-16.0734
329.282,127.248,-36.3885
338.882,134.838,-53.5781
344.016,137.294,11.1621
284.187,69.4283,-28.1285
310.083,46.8809,-2.23242
310.083,45.5414,11.8318
292.224,64.9635,-66.9727
292.001,62.5078,-40.4068
292.447,67.4191,-80.8137
304.279,51.3457,-72.777
329.059,74.3396,-104.254
306.512,108.049,-97.3336
319.683,118.542,-82.8229
371.029,164.976,-70.098
371.921,160.734,-88.6271
379.512,183.282,-99.3428
381.074,187.97,-121.221
312.539,257.621,-206.499
324.371,223.242,-184.398
364.108,194.444,-168.325
397.148,150.465,-140.643
412.105,145.331,-160.734
439.117,181.719,-168.548
342.454,213.42,-190.202
346.918,215.429,-209.401
363.438,220.34,-147.117
368.573,201.588,-88.1807
345.579,187.3,-48.2203
345.132,188.64,-22.7707
356.295,174.352,-8.4832
341.337,198.686,-4.91133
319.683,212.303,4.68809
323.255,211.634,27.4588
335.087,213.866,47.1041
369.243,261.417,60.7219
354.509,274.365,91.5293
348.258,266.328,111.621
345.802,245.79,135.062
351.83,227.261,139.08
363.662,209.401,120.774
381.967,190.872,76.5721
302.716,293.117,-17.6361
434.876,196.9,-34.6025
305.842,296.019,-4.46484
435.546,204.267,-34.8258
395.808,123.006,42.8625
306.065,296.019,-4.2416
435.099,202.034,-39.7371
395.808,123.006,42.8625
306.288,295.796,-4.01836
434.653,200.918,-41.9695
395.808,123.006,43.0857
306.065,295.349,-3.79512
433.09,192.881,-51.5689
395.808,123.006,43.0857
305.395,294.903,-3.57187
429.741,185.068,-60.7219
395.585,123.006,43.0857
304.279,294.903,-2.67891
429.741,185.961,-60.2754
395.585,123.23,43.0857
304.726,294.903,-1.78594
430.634,187.747,-57.15
395.585,123.23,43.0857
305.172,294.903,-1.33945
431.527,189.309,-53.8014
395.585,123.23,43.309
305.619,294.903,-1.11621
434.653,200.471,-36.3885
395.585,123.23,43.309
306.065,294.903,-1.33945
435.322,204.043,-33.4863
395.585,123.23,43.0857
306.958,295.126,-1.5627
434.206,203.15,-37.7279
395.585,123.006,43.0857
308.297,295.349,-1.5627
433.76,201.141,-40.6301
395.808,123.006,43.0857
308.297,295.126,-1.11621
433.313,198.686,-43.9787
395.808,123.23,43.309
308.074,295.126,-1.11621
430.857,189.979,-56.9268
395.808,123.23,43.309
307.628,294.903,-1.11621
430.411,187.523,-61.8381
395.808,123.23,43.309
306.735,294.903,-1.5627
431.527,187.077,-60.2754
395.808,123.23,43.309
305.619,294.903,-2.23242
432.643,188.193,-56.7035
395.808,123.23,43.309
305.172,295.573,-2.67891
432.867,188.416,-55.8105
395.808,123.23,43.309
305.395,295.796,-2.90215
435.322,201.811,-32.3701
395.808,123.23,43.309
305.619,296.019,-3.12539
435.992,202.257,-30.8074
395.808,123.23,43.309
305.842,296.242,-3.34863
435.769,200.025,-32.5934
395.808,123.23,43.5322
305.842,296.466,-3.12539
434.653,197.346,-37.5047
395.808,123.23,43.5322
305.842,296.466,-2.67891
434.429,196.9,-38.6209
395.808,123.23,43.309
305.842,296.242,-2.45566
431.081,190.649,-54.6943
395.808,123.23,43.309
305.619,296.019,-1.78594
429.518,187.077,-61.3916
395.808,123.23,43.309
