154
248.469,59.1592,-4.46484,-160.269,0.637207,-101.228
240.878,52.0154,16.7432,-150.579,-2.72461,-105.754
241.548,46.4344,36.3885,-141.833,-4.37256,-108.325
293.787,108.719,-12.5016,-129.705,15.2051,-132.847
245.566,59.3824,28.1285,-129.089,-19.0063,-112.17
252.264,70.3213,-22.9939,-129.99,-21.9727,-111.511
232.395,126.132,-12.0551,-131.572,-18.7427,-136.802
243.557,161.404,-17.8594,-131.331,-3.2959,-160.642
227.484,108.942,12.0551,-141.46,-8.70117,-133.33
229.046,125.462,3.12539,-142.427,-8.04199,-140.889
226.368,317.897,-40.6301,-137.681,55.3931,160.313
229.27,321.692,-61.1684,-137.725,61.5234,160.598
233.958,325.041,-77.6883,-140.317,67.0386,157.61
267.891,296.466,-131.043,-13.7109,37.5293,-165.015
239.316,327.943,-99.7893,-151.479,75.3442,150.513
238.869,332.631,-119.211,170.947,75.8276,119.377
241.102,336.203,-137.294,141.987,66.0938,95.8228
285.304,288.206,-152.698,-13.8428,54.3384,-153.281
245.12,332.184,-158.055,128.54,54.9097,94.1968
304.279,281.062,-165.199,-3.47168,63.5889,-130.605
255.612,316.111,-182.612,123.289,55.1733,120.388
328.836,277.044,-179.71,31.6187,73.6963,-92.5928
269.677,305.619,-193.774,112.302,58.5132,124.805
292.447,299.591,-204.936,75.8936,64.0942,104.612
352.723,272.579,-188.416,59.9414,71.9165,-67.5879
315.664,291.331,-219.447,24.7192,74.1577,62.2705
286.866,106.933,-119.881,-111.467,37.1777,-113.752
261.193,134.615,-156.27,-127.397,41.1108,-125.178
272.802,139.75,-173.906,176.748,34.6509,-137.483
257.845,160.288,-191.319,-173.848,29.1577,-138.604
266.105,169.218,-210.964,-146.514,42.4292,-128.936
287.536,159.618,-204.043,-125.53,44.7363,-116.279
261.417,110.282,-73.2234,-107.644,24.5215,-75.1904
281.732,178.594,-126.802,-113.599,34.1455,-146.316
287.536,183.282,-142.875,-116.521,38.2983,-139.548
303.833,175.022,-128.811,-105.249,36.8921,-129.771
288.875,132.606,-111.398,-118.103,24.895,-128.079
295.126,125.016,-126.802,-116.895,35.9253,-148.206
299.591,108.942,-136.847,-126.277,37.7271,-133.022
304.279,115.193,-155.153,-129.551,39.2871,-139.526
309.637,120.328,-171.673,-120.586,47.9883,-137.988
285.75,56.7035,-180.826,-51.2622,2.87842,-61.9849
298.252,46.6576,-182.389,-49.4385,1.75781,-63.9844
304.279,33.4863,-182.835,-49.9878,2.92236,-62.0508
331.515,83.0461,-181.496,71.521,-16.9189,-58.1836
357.634,39.2906,-183.952,104.897,-12.7222,-77.915
359.197,67.4191,-186.184,-53.1958,1.69189,-61.4575
290.438,139.75,-125.909,-131.265,27.6636,-158.093
291.778,138.857,-141.982,-131.66,31.9702,-157.126
303.833,135.062,-160.288,-125.552,40.6494,-152.886
269.23,61.3916,-36.1652,-169.607,19.9292,-100.679
247.576,77.2418,-34.6025,-125.068,-22.7197,-116.169
242.441,87.5109,-51.3457,-117.817,-22.2803,-124.277
250.924,78.358,-57.8197,-120.74,-13.1836,-119.399
251.371,83.4926,-85.725,-116.741,-1.93359,-128.298
281.062,151.805,-82.3764,-151.743,34.7388,-157.324
257.621,76.7953,-98.0033,-105.073,7.86621,-123.311
309.637,142.205,-31.9236,-148.206,28.2788,-147.766
232.395,126.355,-26.5658,-134.78,-16.062,-135.396
228.6,139.303,-30.1377,-128.562,-19.1382,-143.24
234.404,152.698,-44.202,-126.936,-7.55859,-148.535
251.371,181.049,-30.3609,32.4316,-14.2822,-144.36
240.432,187.3,-44.4252,33.9038,-14.458,-147.986
254.496,184.398,-65.1867,37.1338,-1.58203,-154.819
281.062,177.701,-67.1959,40.166,16.106,-152.688
315.218,173.236,-60.0521,50.9985,35.4199,-138.01
350.49,181.049,-39.7371,82.0679,42.6929,-94.9219
206.946,170.111,-77.0186,-132.209,27.9492,-145.811
199.355,182.389,-80.5904,-141.592,29.5313,-157.5
229.716,134.838,12.7248,-141.394,-4.30664,-148.184
367.457,216.098,-5.58105,107.996,33.2886,-52.1191
201.588,183.282,-80.5904,-139.724,29.8169,-156.028
