sep=,
441
111.221,-70.2847,-76.5683,39.6999,-161.411,-40.1221,34.563,2908,0
111.245,-73.6539,-75.1928,39.3594,-158.181,-33.7061,33.8599,2916,0
66.0207,-89.1949,-75.8215,32.2548,41.2207,19.3799,-3.44971,1896,0
80.0444,-100.605,-82.4542,33.1059,74.8389,-7.55859,11.9092,1760,0
99.4369,-110.219,-91.8731,19.4687,58.623,-44.1211,-13.9966,3044,0
100.257,-113.734,-84.4778,1.96085,62.4683,-25.6641,-12.9639,3632,0
54.2402,-92.808,-78.6351,-22.5588,144.954,-47.5049,58.4473,2164,0
54.4598,-78.1563,-79.4355,-28.8884,166.069,-39.8145,45.1538,2136,0
54.4637,-76.583,-79.8162,-29.2338,166.289,-39.1333,44.7363,2120,0
111.229,-68.6253,-76.9835,40.8298,-161.323,-40.4297,35.354,2940,0
69.4482,-75.5936,-82.3783,46.0563,-20.9399,61.1499,10.7007,2184,0
64.3187,-90.2897,-91.0399,34.3437,56.6016,-12.8101,5.64697,1652,0
98.3035,-97.6722,-101.061,32.6219,-161.895,-20.4565,10.459,2772,0
99.4212,-108.25,-96.762,18.5257,57.1509,-44.5386,-13.2495,2980,0
13.3062,-114.975,-94.6943,0.6461,-9.18457,38.2324,-75.8057,1748,0
97.9663,-97.8828,-87.9016,-22.2625,55.8545,18.479,-28.2568,2712,0
100.308,-77.215,-86.2793,-31.1829,78.4424,4.72412,-36.8921,2716,0
54.4676,-75.1025,-80.4916,-29.4371,166.641,-38.3423,44.1431,2100,0
76.7581,-68.9208,-80.0454,41.8251,-43.5278,18.8086,-42.583,2236,0
100.9,-74.2451,-88.2899,52.899,-141.833,13.2495,13.3154,3076,0
64.3501,-87.5995,-95.8651,35.8427,57.2168,-10.1294,5.77881,1640,0
108.061,-83.4962,-108.977,27.6508,-154.775,-34.6069,4.6582,3000,0
99.3389,-94.73,-120.207,21.035,48.7573,-52.8223,-8.37158,2716,0
99.4291,-94.659,-111.798,-13.6954,70.708,15.1831,-34.563,2696,0
11.561,-88.7189,-96.3864,-26.8416,35.4419,26.4771,-43.7256,1676,0
100.304,-77.1196,-87.7499,-29.6489,78.0029,4.94385,-36.4307,2732,0
54.4755,-71.8415,-82.8034,-30.8424,167.981,-36.189,42.4072,2068,0
76.7228,-65.3863,-78.8744,44.1136,-49.1528,27.0923,-45.9009,2216,0
100.911,-74.7533,-95.0883,52.6868,-138.538,14.3701,11.8433,3120,0
64.4246,-81.7923,-107.642,39.4226,62.1826,-8.50342,-3.49365,1652,0
108.057,-80.847,-109.957,31.0516,-152.842,-30.9155,3.07617,2956,0
98.4173,-91.8402,-124.466,17.359,48.208,-46.8237,-10.9424,2724,0
99.4016,-89.3857,-120.451,-8.5793,70.2905,13.1616,-41.001,2640,0
97.8878,-81.8814,-108.976,-26.9569,55.9424,22.8735,-27.29,2760,0
100.268,-75.84,-97.5941,-30.4302,73.1689,9.31641,-33.0688,2724,0
54.4872,-68.9489,-86.0257,-31.3189,170.881,-32.3218,39.2651,2056,0
76.7149,-63.7094,-77.432,45.6228,-50.1416,29.1797,-46.8237,2232,0
37.2281,-62.3397,-94.2549,60.7155,-99.5581,27.0044,-42.2754,1564,0
100.955,-68.9228,-110.04,51.2331,-134.648,17.8638,9.68994,3184,0
108.206,-66.4589,-125.259,22.9453,-149.59,-45.1978,-8.10791,2608,0
108.319,-69.0836,-125.278,18.0912,-149.897,-36.189,-11.1841,2660,0
108.461,-60.3895,-128.559,-4.4958,59.3921,-17.644,-34.6729,3216,0
100.209,-68.8675,-112.318,-32.1443,62.1387,19.3799,-27.8174,2860,0
54.5029,-64.8909,-91.0749,-32.9232,174.705,-25.708,37.002,1984,0
7.96481,-63.4724,-76.4206,-41.1811,-70.7739,68.6206,-114.917,1664,0
76.711,-62.7516,-76.974,46.2056,-50.6909,30.1904,-47.373,2236,0
37.1889,-56.6993,-91.7166,59.532,-102.063,27.8613,-32.168,1560,0
89.3936,-41.9621,-114.071,41.1151,-159.346,-2.96631,10.9204,2988,0
94.9976,-53.7358,-125.013,29.3645,-129.858,6.28418,-8.78906,3080,0
89.0917,-40.4037,-116.327,3.29707,-132.363,-7.88818,-4.96582,2996,0
89.0956,-39.7626,-116.494,2.95215,-133.198,-9.53613,-4.68018,2996,0
108.723,-40.5851,-115.885,-18.2799,59.502,14.5239,-34.6948,3288,0
54.5225,-58.5529,-97.9101,-34.4157,176.462,-18.6548,34.6509,1956,0
7.95697,-62.3377,-77.6458,-41.6441,-70.8838,70.2026,-114.456,1656,0
76.7071,-61.9492,-76.9142,46.7025,-51.3721,31.2671,-48.0542,2232,0
23.2123,-49.0131,-90.4048,63.1384,-47.1533,39.2432,-9.77783,1660,0
89.7858,-30.8882,-103.093,36.6328,-154.094,-11.2939,9.14062,2768,0
89.7505,-33.3126,-101.386,32.0752,-156.599,-14.2383,9.38232,2792,0
108.551,-38.1485,-118.358,3.36654,-152.139,-25.1587,-15.271,2556,0
89.0838,-38.4862,-116.991,2.18442,-130.737,-4.46045,-5.49316,3028,0
108.845,-28.8263,-105.327,-19.6926,54.7778,14.9194,-33.6621,3152,0
8.14131,-49.0577,-90.7393,-45.1123,163.96,72.7515,-87.4512,1668,0
7.95305,-61.4663,-78.1238,-41.9725,-70.0708,71.0596,-113.555,1648,0
66.6717,-59.4255,-77.8692,46.5807,-31.2451,1.09863,-39.5068,2024,0
76.2326,-43.8518,-82.3551,50.9828,-62.4023,11.0962,-49.0869,2216,0
89.425,-30.3314,-102.518,39.4731,-158.972,-5.73486,10.0635,2816,0
89.774,-31.8274,-101.192,33.2375,-156.621,-14.1064,10.459,2688,0
89.6721,-16.6313,-93.7605,18.4992,-157.961,-18.9185,5.49316,2656,0
89.0132,-15.4396,-104.644,-9.17135,-126.848,-0.549316,-3.51562,2836,0
108.849,-25.622,-103.144,-20.6549,54.7119,12.4365,-32.6514,3160,0
96.8643,-41.6639,-90.6065,-45.8448,61.5234,29.8169,-2.8125,2572,0
7.94128,-57.3229,-79.4519,-43.5475,-63.6987,73.96,-107.292,1632,0
66.6638,-57.1349,-75.9686,46.9828,-31.4868,1.73584,-39.9683,2016,0
66.8207,-49.3308,-75.6005,49.5542,-40.6494,-3.0542,-42.0776,2016,0
94.4211,-25.5556,-88.0233,53.7909,-156.423,1.86768,3.18604,2892,0
88.8642,-9.58253,-90.5441,21.4268,-146.118,-4.74609,3.0542,2620,0
89.6682,-14.3123,-92.0968,16.6737,-158.818,-19.9731,5.33936,2652,0
88.9387,-6.943,-90.1989,0.908407,-138.713,-5.03174,-1.23047,2776,0
108.935,-13.1433,-89.3963,-22.1841,53.6353,4.08691,-29.2676,3108,0
36.7065,-41.5672,-81.299,-49.1253,-41.9238,83.8257,-84.2212,1840,0
17.016,-59.2885,-76.0674,-44.3183,47.439,1.16455,-35.5737,1624,0
111.088,-57.091,-72.8457,45.9485,-168.794,-30.3882,40.2759,2892,0
65.703,-48.132,-69.7657,46.8912,45.9448,23.2031,2.5708,1848,0
77.3894,-30.1921,-63.8868,51.4173,-64.8413,-5.40527,-46.5381,2092,0
89.6015,7.44439,-74.0265,26.1848,-161.125,-11.9751,7.229,2508,0
94.7545,7.29786,-74.6282,21.8931,-155.94,-9.77783,-1.07666,2536,0
108.994,5.98466,-74.224,-23.549,50.9546,-10.7446,-25.73,3096,0
113.457,-13.5647,-73.5348,-34.9826,1.16455,78.2227,-25.5981,2760,0
8.05893,-41.3075,-68.6505,-50.4922,-172.397,59.7876,-68.313,1652,0
17.02,-60.2036,-74.5398,-44.3052,47.0654,1.53809,-35.5737,1628,0
65.6834,-57.6608,-71.3583,44.2594,48.8232,23.4229,2.06543,1904,0
65.6991,-50.1404,-70.0132,46.2505,46.7798,23.269,2.48291,1864,0
65.8677,-40.0105,-56.048,46.6292,31.355,25.1147,-6.63574,1852,0
60.754,-15.0714,-34.5662,47.4759,90.022,13.9087,-52.7124,1728,0
112.68,12.613,-38.2418,-36.8251,-138.845,-1.62598,-23.8184,2592,0
53.9931,-27,-44.8426,-41.8951,-158.511,-24.7852,-13.8647,1980,0
102.319,-42.1022,-59.4382,-44.2279,21.3794,36.0791,-40.166,2884,0
4.86673,-60.597,-73.3799,-46.5268,-179.143,63.5889,143.328,1688,0
65.6795,-59.6562,-71.3035,43.5375,48.9331,23.313,1.91162,1912,0
65.9109,-55.7324,-65.5345,44.3233,28.5864,27.9492,-3.71338,1892,0
111.418,-45.5525,-47.3848,39.9155,-151.941,-21.6431,25.6641,2748,0
78.1816,-35.1519,-30.4665,41.5763,-82.8809,63.6328,-50.8447,2096,0
60.7579,-19.8887,-0.0571322,18.5038,57.7002,-27.6416,-34.8267,2060,0
53.0127,-15.662,0.0840565,-33.3859,33.4644,12.9858,-13.1396,2060,0
112.614,-40.4304,-35.7938,-37.5163,-134.517,8.76709,-23.6646,2692,0
54.0637,-52.2999,-56.4397,-45.8939,-161.719,-22.4561,-7.53662,2052,0
17.0239,-60.9804,-72.9529,-44.432,46.7578,1.97754,-35.4639,1628,0
65.6756,-61.6978,-71.5512,42.7633,48.9551,23.2251,1.77979,1904,0
66.1305,-58.7683,-63.1819,43.5021,32.7393,12.3926,-34.9805,1956,0
111.339,-54.9803,-54.2089,37.8281,-158.137,-32.2559,32.6074,2868,0
111.492,-37.2257,-25.8553,41.9078,-154.6,-22.3022,22.8735,2684,0
111.684,-31.2192,-14.0259,22.9331,162.158,-41.0229,55.6128,2676,0
112.61,-45.0398,-34.4966,-39.3808,-133.748,10.8984,-23.7085,2708,0
28.079,-55.7958,-51.9686,-55.0275,123.464,61.106,78.4644,1608,0
54.0951,-61.2406,-63.7639,-43.169,-165.586,-20.3906,-2.37305,2084,0
65.6717,-63.7774,-71.7462,42.1318,48.9331,23.1812,1.64795,1888,0
111.308,-64.7811,-54.2869,36.7662,-153.04,-16.7871,29.6851,2868,0
111.312,-61.2034,-56.2119,33.8158,-153.765,-19.7754,30.1465,2884,0
62.1932,-53.6878,-13.7393,45.5131,85.5615,-15.4907,-20.061,1852,0
111.621,-51.2094,-1.89493,21.0186,-167.344,-22.7856,24.082,2724,0
112.602,-55.3227,-28.3693,-42.5657,-132.209,14.3262,-23.4668,2704,0
8.05109,-66.2583,-51.6852,-50.1376,-35.6616,57.854,-85.2539,1744,0
54.1068,-64.283,-67.9378,-41.6615,-167.849,-20.0391,0.175781,2084,0
111.068,-65.0228,-67.2078,47.9986,-164.597,-15.7104,32.8491,2904,0
66.1226,-66.4838,-61.9279,42.3573,34.8267,15.1831,-29.7949,1944,0
111.304,-70.2632,-51.6561,39.1667,-152.974,-14.3042,28.9819,2848,0
1.55295,-81.1941,-17.345,44.8568,-6.39404,-9.97559,-37.749,1600,0
8.10207,-73.9551,-54.5951,-45.258,-48.7793,61.3696,-97.5586,1780,0
54.1147,-66.2209,-69.7129,-39.9764,-169.475,-20.1489,2.54883,2088,0
65.9305,-64.8364,-72.4742,41.7764,31.7285,26.8726,0.98877,1908,0
