18.2029,15.7048,-2.03921
78.653,28.4794,-4.67194
81.051,35.6707,1.78498
21.1959,12.2146,2.97513
25.305,15.5925,4.49175
69.2841,43.1437,13.1718
46.8214,34.0253,13.0033
70.9488,44.1384,12.923
78.2663,48.7075,14.5391
64.1397,43.3933,14.5846
76.6333,58.029,19.2226
64.9829,51.4063,20.0763
30.9527,31.3428,13.9973
52.2612,43.853,17.8291
50.7385,42.9764,15.7233
25.4501,31.7221,16.278
53.1362,44.2326,16.056
33.4199,35.5187,16.329
42.4452,39.6469,15.3633
66.7713,49.6433,18.4889
49.5329,44.1026,14.1958
71.0807,52.542,18.9748
51.0958,44.8886,13.6586
72.5432,54.2194,18.5821
61.5795,48.6678,18.8296
43.8173,43.0285,19.6177
20.394,33.8765,22.0864
26.5349,37.9932,22.8286
49.7786,47.5148,23.3318
33.3075,42.2515,22.4968
57.1551,51.1562,25.7591
38.019,46.3803,20.065
62.1825,53.7127,25.824
34.2035,43.657,19.5993
26.1599,37.6419,19.1449
19.8956,32.8403,18.2925
21.9079,36.4068,16.3619
18.8163,34.4777,16.3041
12.2652,30.9033,16.5738
38.8062,40.5196,20.0022
11.1131,28.442,21.7808
1.76234,33.6116,17.1562
21.8301,31.5263,16.5434
-9.66694,29.4565,19.0261
16.3046,29.0049,49.0575
28.3385,41.1074,47.259
46.8417,40.9675,45.1668
22.1346,38.8665,49.4406
15.0512,34.8773,50.3476
6.80446,29.099,51.13
56.1191,44.0736,42.5821
43.1883,42.7409,43.7443
61.2848,47.1619,42.1223
37.0117,41.5831,44.2426
58.6877,47.1141,41.3366
29.8546,39.5491,44.8711
22.3748,37.4119,44.849
16.241,35.1717,43.7369
39.9149,41.3094,38.9517
33.0079,38.1063,37.2518
19.3133,35.1432,41.5614
36.7099,44.3646,38.4213
42.9012,48.491,36.4815
58.2713,50.7512,34.3024
47.0397,52.4521,34.2139
65.34,54.4519,32.2069
49.0678,55.3126,32.4446
42.5223,54.2594,30.4254
28.5044,44.3524,28.1741
47.436,48.6742,24.6031
43.9817,47.4184,23.6495
41.9576,46.6785,22.5352
44.5123,46.8398,20.6999
30.0986,39.0554,22.48
48.1677,47.9245,19.7598
54.8512,50.4731,18.2076
47.0417,47.7982,17.6152
64.5372,53.6118,16.5686
53.2761,50.3802,15.8557
56.3819,51.0066,14.4078
73.2862,57.9092,14.3082
51.0034,46.2396,12.7053
72.5273,56.512,12.9074
67.5156,53.3422,12.6266
60.8594,50.0762,12.6089
26.8825,33.2183,13.9793
53.8352,47.0387,12.2953
45.7731,43.5931,12.2744
41.1546,41.8109,12.0113
38.5042,40.4048,11.5738
39.7445,40.2877,9.90885
23.5677,32.4238,14.5608
45.3365,43.2274,9.99444
34.1929,38.2547,14.0151
52.7587,46.4599,10.3415
43.4952,43.015,13.5881
60.8906,50.7296,10.6089
52.5246,47.7321,13.9179
68.1259,55.2789,11.6599
62.0826,54.4463,14.3905
75.7208,60.7135,13.9085
65.7908,58.3165,15.7471
79.8234,63.6883,15.3091
65.7249,60.9682,17.4727
62.8072,61.9842,19.7101
81.2309,65.281,17.8823
57.8626,61.0442,22.5759
77.7883,63.1382,19.988
69.7106,58.7834,21.3243
44.2926,53.7452,25.4234
41.2706,50.3999,26.5379
61.6121,54.2203,23.1848
42.0732,48.1846,28.0268
58.7842,53.2783,24.6118
46.2777,49.9622,28.4849
60.0746,54.3431,25.3647
52.2819,53.0149,28.8319
59.0966,56.9768,29.185
67.4262,59.0584,27.7933
65.6958,60.6186,29.8489
72.4478,64.1951,30.2249
77.5208,65.7344,31.9834
69.1026,60.8383,30.0104
80.3415,66.75,29.7594
59.3563,56.0939,31.6626
51.8892,51.9903,32.4829
44.87,48.2255,33.0986
62.4073,55.6677,29.0528
58.2086,53.7669,29.0266
37.7748,44.5709,33.7619
53.9938,51.9015,28.9667
41.2235,46.7844,33.7241
55.1265,52.2245,29.1238
46.9881,50.387,33.5613
56.3478,56.128,32.581
65.0005,56.3337,31.6375
66.9589,62.4004,31.8777
67.7041,62.9954,33.6953
77.1609,63.9128,31.8771
61.1834,61.2567,34.5492
55.2356,59.6538,33.1827
46.3499,56.2961,31.2786
62.5338,55.9074,25.2408
40.9506,53.5408,29.8515
57.4718,53.3966,23.2563
37.5051,51.5535,28.6694
53.818,51.8122,21.876
35.7954,50.954,27.0805
51.1596,51.087,20.7033
37.6273,51.5239,26.2632
40.6285,53.4085,25.2478
52.6617,51.103,19.3673
43.7472,55.1136,24.4211
56.1251,52.2672,18.7158
48.6456,58.4617,23.718
60.1069,54.1462,18.528
52.2431,61.4493,25.0016
63.3906,56.6902,19.7278
54.1623,63.4199,25.987
64.778,58.5763,21.1112
56.3583,63.5279,27.2331
57.5634,63.9947,28.0807
66.6781,59.8711,23.1349
65.3952,62.4252,25.4671
60.2162,62.4182,29.8993
66.2197,62.024,27.0872
62.9272,63.7846,32.1461
69.6972,62.3821,28.4993
66.2294,65.7362,33.5675
73.6824,63.5684,29.1979
72.1339,69.4541,35.7271
77.1129,71.5861,37.8761
86.8194,67.1013,31.021
82.1013,72.9776,39.8187
105.409,63.5453,31.8094
107.604,60.3556,31.3112
86.7537,63.3336,44.1436
89.0273,62.1374,42.7466
93.0046,59.6743,40.944
94.4086,57.1453,47.011
92.4869,56.972,50.6483
89.6499,55.4753,53.787
105.334,50.7247,26.5101
82.187,41.4894,52.4004
81.5096,37.5222,48.0007
87.0848,38.3497,60.5702
79.4254,38.904,67.3812
84.1555,43.5838,57.2845
107.642,58.301,28.4708
110.961,61.4662,23.3557
109.283,64.4533,26.0239
76.5802,48.4884,49.1253
85.1811,55.7224,44.1633
81.9183,53.5601,45.2659
79.5134,41.3655,43.9599
84.6431,44.6246,41.6405
105.6,56.0816,24.1464
105.506,56.7125,19.5241
101.939,48.1987,19.9738
70.6384,28.2758,44.8674
68.8367,26.1617,45.1523
70.9729,25.412,42.8322
75.1434,27.0137,39.8115
98.1724,45.5705,20.7282
104.172,35.0496,17.3815
86.3029,21.4644,21.6919
89.187,19.0622,18.7408
85.6322,14.2877,18.7629
82.5036,12.4861,20.8176
98.4014,27.5862,-15.572
93.9843,1.02594,10.8479
75.1322,19.7609,32.7326
40.7342,18.8664,61.0166
78.4851,39.126,44.1974
59.9271,16.4463,51.2528
74.9107,20.0752,41.1034
54.9152,5.4895,47.0245
60.1668,6.10123,43.067
77.9974,14.2881,29.3893
81.1711,15.7372,25.6679
107.524,56.93,5.92253
110.598,59.11,5.30592
112.793,61.2557,6.05623
114.946,63.4183,8.85105
119.799,66.2547,10.5001
114.8,50.4663,11.2916
123.561,69.2672,13.859
104.33,70.9568,23.8703
103.452,68.33,28.0784
103.058,74.0957,26.3587
83.2464,66.6466,38.3065
100.265,74.5174,29.0175
97.4189,74.4992,31.3963
76.4881,66.5265,41.4955
94.1036,74.1024,32.9567
71.9018,64.892,42.4341
89.7999,72.3213,33.5555
67.7865,63.0253,42.5479
86.1178,70.838,33.7037
64.2509,60.9515,42.0692
82.5625,69.0839,33.2357
60.9701,58.9406,41.8298
79.0379,67.3865,33.3103
57.1878,56.0716,40.672
74.9802,65.0352,32.9012
54.435,53.8613,39.9413
72.1438,63.6151,32.2613
51.4653,51.6497,39.1694
48.3314,49.7489,38.8909
66.5347,61.2239,32.0209
62.1511,58.9703,32.675
39.2796,44.2334,40.3591
58.5341,56.6591,33.7105
54.4965,54.1174,35.2723
29.3031,37.9641,43.1988
49.826,51.1361,36.8675
23.8653,34.1058,44.7251
43.8685,47.77,38.5832
34.919,41.8852,40.1789
27.3062,36.7118,41.5743
33.3599,37.8822,48.0207
39.1982,40.5254,47.0623
43.7379,42.0219,46.6547
48.5456,42.2044,46.7562
34.6496,36.928,50.0844
51.3173,41.5141,47.6231
-44.9116,57.6683,65.1776
-44.8192,63.8814,58.8407
-59.742,58.5628,40.9066
-46.0125,67.9715,50.0878
-61.2744,59.7093,29.0928
-47.7948,69.727,37.9819
-63.1274,56.9864,14.4585
-49.7613,67.8307,22.5712
-51.0374,62.7319,9.94445
-51.1304,53.8856,-1.03874
-159.354,203.792,174.705
-172.631,196.197,183.518
-180.413,189.602,184.973
-200.673,178.53,190.742
-177.472,202.309,167.55
-193.789,192.686,174.794
-219.414,187.13,181.917
-194.462,204.171,162.54
71.3214,16.3499,41.048
69.007,13.7734,41.5194
-186.92,219.181,169.544
-198.27,226.241,164.038
71.9259,-10.9643,19.8333
73.4152,-13.9092,16.1166
61.5753,7.74573,-9.27982
70.1102,39.9111,15.6343
64.7967,35.2238,13.3716
49.9253,29.1305,6.40876
66.2532,37.448,12.0273
56.5407,35.2374,8.33298
65.6254,45.9437,12.1621
80.5336,58.8079,19.2702
64.2666,44.3011,12.4597
