7974
204.267,149.572,-73.2234,-164.114,34.585,-157.214
214.313,134.838,-39.5139,-89.0991,-1.4502,-117.773
204.267,149.572,-73.2234,-164.114,34.585,-157.214
214.313,134.838,-39.5139,-89.0991,-1.4502,-117.773
204.267,149.572,-73.2234,-164.114,34.585,-157.214
214.313,134.838,-39.5139,-89.0991,-1.4502,-117.773
204.267,149.572,-73.2234,-164.136,34.585,-157.214
214.313,134.838,-39.5139,-89.0991,-1.4502,-117.773
204.267,149.796,-73.2234,-164.136,34.6069,-157.214
214.313,134.838,-39.5139,-89.0991,-1.4502,-117.773
204.267,149.796,-73.2234,-164.136,34.6069,-157.214
214.313,134.838,-39.2906,-89.0991,-1.4502,-117.773
204.267,149.796,-73.4467,-164.136,34.6069,-157.214
214.313,134.838,-39.2906,-89.0991,-1.4502,-117.773
204.267,149.796,-73.4467,-164.136,34.6069,-157.214
214.313,134.838,-39.2906,-89.0991,-1.4502,-117.773
204.267,149.796,-73.4467,-164.158,34.6069,-157.214
214.313,134.838,-39.2906,-89.0991,-1.4502,-117.773
204.267,149.796,-73.4467,-164.158,34.6069,-157.236
214.313,134.838,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.158,34.6069,-157.236
214.313,134.615,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.18,34.6069,-157.236
214.313,134.615,-39.2906,-89.0771,-1.47217,-117.773
204.267,149.796,-73.4467,-164.18,34.6069,-157.258
214.313,134.615,-39.2906,-89.0771,-1.47217,-117.773
204.267,149.796,-73.4467,-164.202,34.6069,-157.258
214.313,134.615,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.202,34.6069,-157.258
214.313,134.615,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.224,34.6069,-157.28
214.313,134.615,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.224,34.6289,-157.28
214.313,134.615,-39.2906,-89.0771,-1.4502,-117.773
204.267,149.796,-73.4467,-164.224,34.6289,-157.28
214.313,134.838,-39.2906,-89.0771,-1.47217,-117.773
204.267,149.796,-73.4467,-164.246,34.6289,-157.28
214.313,134.838,-39.2906,-89.0771,-1.47217,-117.773
204.267,149.796,-73.4467,-164.246,34.6289,-157.28
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.268,34.6509,-157.302
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.268,34.6509,-157.302
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.268,34.6509,-157.302
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.268,34.6509,-157.302
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.29,34.6509,-157.324
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.29,34.6729,-157.324
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.29,34.6729,-157.324
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.312,34.6729,-157.346
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.312,34.6729,-157.346
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.333,34.6729,-157.368
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.751
204.267,149.796,-73.4467,-164.333,34.6729,-157.368
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.355,34.6729,-157.368
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.355,34.6948,-157.368
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.377,34.6948,-157.39
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.377,34.6948,-157.39
214.313,134.838,-39.2906,-89.0552,-1.47217,-117.773
204.267,149.796,-73.4467,-164.421,34.7168,-157.39
214.313,134.838,-39.2906,-89.0552,-1.4502,-117.773
204.267,150.019,-73.2234,-164.641,34.8926,-157.412
214.313,134.838,-39.2906,-89.0771,-1.3623,-117.773
204.936,150.912,-72.5537,-165.63,35.7715,-157.5
214.313,135.731,-39.7371,-89.8901,0.285645,-117.729
204.713,152.028,-71.2143,-166.509,36.189,-157.896
213.866,138.187,-40.6301,-91.8677,3.64746,-118.103
203.15,154.26,-68.0889,-167.322,35.332,-159.06
211.634,143.098,-42.1928,-94.3286,6.65771,-119.839
200.471,155.823,-64.2938,-167.234,33.4863,-160.356
208.955,146.224,-43.309,-95.9106,7.9541,-122.124
198.239,156.046,-61.1684,-166.245,31.5747,-160.884
206.722,148.456,-43.9787,-96.6138,8.23975,-124.387
197.123,155.823,-59.1592,-164.355,30.0366,-160.291
205.383,149.796,-44.202,-96.2183,7.64648,-125.728
197.569,155.377,-58.2662,-161.895,29.1577,-158.708
205.383,150.688,-43.7555,-95.0098,6.56982,-125.859
198.686,155.377,-58.043,-159.653,28.8501,-156.973
206.499,151.358,-43.309,-93.8232,5.33936,-125.244
199.802,155.823,-58.4895,-158.555,29.0259,-156.028
207.838,152.028,-43.7555,-93.0762,3.99902,-124.651
200.471,157.386,-60.0521,-159.038,29.5532,-156.379
208.062,152.028,-43.7555,-92.7026,3.51563,-124.937
200.471,158.279,-61.3916,-160.115,30.2344,-157.148
207.838,151.805,-43.9787,-92.1753,3.18604,-125.442
200.695,158.502,-62.5078,-161.038,30.8716,-157.72
207.838,151.135,-43.9787,-91.8018,3.03223,-125.53
200.695,158.279,-63.4008,-161.477,31.1792,-157.917
208.062,150.912,-43.7555,-91.8237,3.16406,-125.178
200.695,157.832,-63.624,-161.697,31.311,-157.961
208.062,150.688,-43.5322,-91.9556,3.27393,-124.98
200.695,157.386,-63.8473,-161.873,31.333,-157.917
208.062,150.688,-43.5322,-92.0654,3.33984,-124.783
200.918,156.939,-63.8473,-161.895,31.4648,-157.72
208.285,150.242,-43.309,-91.7798,3.20801,-124.409
201.588,156.046,-64.2938,-161.257,31.8823,-156.951
208.285,149.796,-43.309,-90.2856,2.26318,-124.343
202.704,155.153,-64.7402,-159.412,32.4536,-155.457
208.062,149.796,-43.5322,-86.7261,-0.0219727,-124.761
203.374,154.26,-64.9635,-156.401,32.937,-153.281
207.615,149.572,-43.9787,-83.4082,-1.88965,-125.442
203.374,153.367,-65.6332,-152.93,33.0908,-150.974
206.722,149.572,-45.0949,-80.4639,-3.03223,-126.299
202.704,153.144,-66.3029,-149.854,33.0469,-149.128
205.16,150.242,-47.9971,-77.6074,-2.92236,-127.507
